file,language,dominant_script,dominant_pct,top_scripts
ces_mixed_2012_20260404152353.csv,ces,Latin,99.84,Latin 99.8%; Cyrillic 0.1%; Han 0.0%; Greek 0.0%
ces_news_2012_1M_20260404152451.csv,ces,Latin,100.0,Latin 100.0%; Cyrillic 0.0%; Greek 0.0%
ces_news_2019_20260404152502.csv,ces,Latin,99.99,Latin 100.0%; Cyrillic 0.0%; Arabic 0.0%; Unknown 0.0%
ces_news_2020_20260404152515.csv,ces,Latin,100.0,Latin 100.0%; Greek 0.0%; Unknown 0.0%; Cyrillic 0.0%
ces_news_2022_20260404152530.csv,ces,Latin,99.99,Latin 100.0%; Cyrillic 0.0%; Greek 0.0%; Hangul 0.0%
ces_news_2023_20260404152544.csv,ces,Latin,100.0,Latin 100.0%; Cyrillic 0.0%; Greek 0.0%; Unknown 0.0%
ces_news_2024_20260404152558.csv,ces,Latin,99.99,Latin 100.0%; Cyrillic 0.0%; Greek 0.0%; Unknown 0.0%
ces_newscrawl_2019_20260404152618.csv,ces,Latin,99.95,Latin 100.0%; Cyrillic 0.0%; Unknown 0.0%; Han 0.0%
ces_wikipedia_2021_20260404152701.csv,ces,Latin,99.37,Latin 99.4%; Cyrillic 0.3%; Han 0.1%; Hebrew 0.1%
cha_bible.csv,cha,Latin,100.0,Latin 100.0%
cha_wikipedia_2021_20260404144258.csv,cha,Latin,99.74,Latin 99.7%; Greek 0.3%
che_community_2017_20260404144315.csv,che,Cyrillic,97.45,Cyrillic 97.5%; Latin 2.5%; Arabic 0.1%
che_glot500_cyrl.csv,che,Cyrillic,94.67,Cyrillic 94.7%; Latin 5.2%; Greek 0.0%; Arabic 0.0%
che_wikipedia_2012_20260404144321.csv,che,Cyrillic,93.9,Cyrillic 93.9%; Latin 5.2%; Arabic 0.9%
che_wikipedia_2021_20260404144328.csv,che,Cyrillic,90.12,Cyrillic 90.1%; Latin 9.8%; Arabic 0.0%; Greek 0.0%
chk_glot500_latn.csv,chk,Latin,100.0,Latin 100.0%
chr_bible.csv,chr,Unknown,94.62,Unknown 94.6%; Cherokee 5.4%
chv_glot500_cyrl.csv,chv,Cyrillic,93.89,Cyrillic 93.9%; Latin 6.0%; Greek 0.1%; Han 0.0%
chv_wikipedia_2021_20260404144403.csv,chv,Cyrillic,90.01,Cyrillic 90.0%; Latin 9.8%; Greek 0.1%; Han 0.1%
cjk_glot500_latn.csv,cjk,Latin,100.0,Latin 100.0%
ckb_glot500_arab.csv,ckb,Arabic,96.71,Arabic 96.7%; Latin 3.1%; Han 0.1%; Cyrillic 0.0%
ckb_wikipedia_2021_20260404144250.csv,ckb,Arabic,95.23,Arabic 95.2%; Latin 4.7%; Han 0.0%; Greek 0.0%
cmn-cn_web_2019_20260405073438.csv,cmn,Han,98.89,Han 98.9%; Latin 1.1%; Cyrillic 0.0%; Unknown 0.0%
cmn_bible.csv,cmn,Han,100.0,Han 100.0%
cmn_glot500_hani.csv,cmn,Han,99.06,Han 99.1%; Latin 0.9%; Hiragana 0.0%
cmn_wikipedia_2012_20260405073408.csv,cmn,Han,93.29,Han 93.3%; Latin 6.5%; Hiragana 0.1%; Arabic 0.0%
cor_wikipedia_2021_20260404152048.csv,cor,Latin,99.91,Latin 99.9%; Canadian_Aboriginal 0.0%; Arabic 0.0%; Cyrillic 0.0%
cos_glot500_latn.csv,cos,Latin,99.76,Latin 99.8%; Cyrillic 0.1%; Greek 0.0%; Han 0.0%
cos_wikipedia_2021_20260404152059.csv,cos,Latin,99.69,Latin 99.7%; Greek 0.2%; Arabic 0.0%; Cyrillic 0.0%
crh_glot500_cyrl.csv,crh,Cyrillic,98.99,Cyrillic 99.0%; Latin 1.0%
crh_glot500_latn.csv,crh,Latin,99.32,Latin 99.3%; Cyrillic 0.4%; Arabic 0.1%; Greek 0.0%
crh_wikipedia_2021_20260404152111.csv,crh,Latin,99.31,Latin 99.3%; Cyrillic 0.6%; Greek 0.1%; Arabic 0.1%
crs_glot500_latn.csv,crs,Latin,100.0,Latin 100.0%
csb_glot500_latn.csv,csb,Latin,99.69,Latin 99.7%; Cyrillic 0.1%; Hangul 0.1%; Han 0.1%
csb_news_2019_20260405072005.csv,csb,Latin,100.0,Latin 100.0%
csb_wikipedia_2021_20260405072017.csv,csb,Latin,99.73,Latin 99.7%; Cyrillic 0.1%; Han 0.1%; Hangul 0.1%
csy_glot500_latn.csv,csy,Latin,100.0,Latin 100.0%
ctu_glot500_latn.csv,ctu,Latin,100.0,Latin 100.0%
cuk_glot500_latn.csv,cuk,Latin,100.0,Latin 100.0%
cym-ud.csv,cym,Latin,100.0,Latin 100.0%
cym_glot500_latn.csv,cym,Latin,99.51,Latin 99.5%; Han 0.2%; Cyrillic 0.1%; Greek 0.1%
