file,distinct_words,total_frequency,cov_50_types,cov_50_tokens,cov_55_types,cov_55_tokens,cov_60_types,cov_60_tokens,cov_65_types,cov_65_tokens,cov_70_types,cov_70_tokens,cov_72_types,cov_72_tokens,cov_74_types,cov_74_tokens,cov_76_types,cov_76_tokens,cov_78_types,cov_78_tokens,cov_80_types,cov_80_tokens,cov_81_types,cov_81_tokens,cov_82_types,cov_82_tokens,cov_83_types,cov_83_tokens,cov_84_types,cov_84_tokens,cov_85_types,cov_85_tokens,cov_86_types,cov_86_tokens,cov_87_types,cov_87_tokens,cov_88_types,cov_88_tokens,cov_89_types,cov_89_tokens,cov_90_types,cov_90_tokens,cov_90_5_types,cov_90_5_tokens,cov_91_types,cov_91_tokens,cov_91_5_types,cov_91_5_tokens,cov_92_types,cov_92_tokens,cov_92_5_types,cov_92_5_tokens,cov_93_types,cov_93_tokens,cov_93_5_types,cov_93_5_tokens,cov_94_types,cov_94_tokens,cov_94_5_types,cov_94_5_tokens,cov_95_types,cov_95_tokens,cov_95_5_types,cov_95_5_tokens,cov_96_types,cov_96_tokens,cov_96_5_types,cov_96_5_tokens,cov_97_types,cov_97_tokens,cov_97_5_types,cov_97_5_tokens,cov_98_types,cov_98_tokens,cov_98_5_types,cov_98_5_tokens,cov_99_types,cov_99_tokens,cov_99_5_types,cov_99_5_tokens,cov_100_types,cov_100_tokens,freq100_types,freq100_tokens,freq10_types,freq10_tokens,rank5pct_types,rank5pct_tokens,rank30pct_types,rank30pct_tokens
myv,33506,121667,841,60847,1283,66917,1950,73006,2969,79084,4471,85167,5283,87603,6142,90035,7358,92467,8575,94901,9792,97335,10400,98551,11606,99767,12823,100984,14040,102201,15256,103417,16473,104634,17690,105851,18906,107067,20123,108284,21340,109501,21948,110109,22556,110717,23165,111326,23773,111934,24381,112542,24990,113151,25598,113759,26206,114367,26815,114976,27423,115584,28031,116192,28640,116801,29248,117409,29856,118017,30465,118626,31073,119234,31681,119842,32290,120451,32898,121059,33506,121667,123,34635,1534,69529,1675,70798,10051,97853
mzn,43314,430190,116,215166,197,236757,329,258231,545,279643,897,301172,1098,309738,1346,318369,1655,326959,2043,335566,2541,344156,2844,348466,3188,352763,3585,357059,4041,361366,4572,365665,5208,369966,5950,374266,6811,378568,7887,382872,9203,387173,9920,389324,10637,391475,11627,393625,12702,395775,13778,397927,14853,400077,15929,402229,17503,404379,19654,406530,21805,408681,23956,410832,26107,412983,28258,415134,30409,417285,32560,419436,34711,421587,36862,423738,39013,425889,41164,428040,43314,430190,431,269627,3788,359089,2165,337895,12994,396359
nah,16710,56511,310,28270,516,31086,866,33912,1437,36734,2307,39560,2789,40689,3354,41819,3919,42949,4484,44079,5408,45209,5973,45774,6539,46340,7104,46905,7669,47470,8234,48035,8799,48600,9364,49165,9929,49730,10494,50295,11059,50860,11342,51143,11625,51426,11907,51708,12190,51991,12472,52273,12755,52556,13037,52838,13320,53121,13602,53403,13885,53686,14168,53969,14450,54251,14733,54534,15015,54816,15298,55099,15580,55381,15863,55664,16145,55946,16428,56229,16710,56511,54,18947,571,31636,835,33716,5013,44814
nan,49635,679952,9,346794,11,387121,14,411674,20,442411,36,476693,53,489957,82,503491,129,516946,210,530472,339,544038,432,550794,549,557593,695,564370,881,571174,1122,577965,1436,584775,1837,591573,2351,598361,3027,605166,3917,611961,4478,615361,5137,618759,5896,622159,6746,625559,7833,628958,8966,632357,10487,635756,12187,639156,13887,642556,15638,645955,19038,649355,22437,652754,25837,656154,29237,659554,32637,662954,36036,666353,39436,669753,42836,673153,46236,676553,49635,679952,288,539400,2832,603411,2481,599813,14890,644562
nap,56998,412647,183,206418,343,226992,618,247598,1081,268228,1861,288857,2318,297112,2889,305359,3608,313619,4518,321872,5666,330118,6354,334246,7148,338372,8005,342501,9036,346625,10112,350751,11488,354879,12863,359004,14579,363130,16642,367256,18706,371384,19737,373446,20769,375510,21924,377573,23987,379636,26050,381699,28113,383762,30176,385825,32240,387889,34303,389952,36366,392015,38429,394078,40493,396142,42556,398205,44619,400268,46682,402331,48746,404395,50809,406458,52872,408521,54935,410584,56998,412647,342,226893,3886,316399,2849,304839,17099,368170
nau,517,1281,41,643,57,707,78,770,108,834,140,898,159,923,184,948,210,974,236,1000,261,1025,274,1038,287,1051,300,1064,313,1077,325,1089,338,1102,351,1115,364,1128,377,1141,389,1153,396,1160,402,1166,409,1173,415,1179,421,1185,428,1192,434,1198,441,1205,447,1211,453,1217,460,1224,466,1230,473,1237,479,1243,485,1249,492,1256,498,1262,505,1269,511,1275,517,1281,0,0,15,473,25,554,155,919
nav,14267,100512,103,50376,144,55302,205,60310,306,65370,468,70380,561,72386,674,74379,822,76399,1020,78404,1288,80412,1456,81420,1644,82421,1860,83428,2111,84432,2387,85436,2722,86441,3057,87446,3554,88451,4057,89457,4559,90461,4811,90965,5221,91466,5724,91969,6227,92472,6729,92974,7232,93477,7734,93979,8237,94482,8739,94984,9242,95487,9744,95989,10247,96492,10750,96995,11252,97497,11755,98000,12257,98502,12760,99005,13262,99507,13765,100010,14267,100512,149,55808,966,77918,713,74977,4280,89903
nci,13071,49883,231,24954,367,27442,586,29937,943,32427,1514,34922,1836,35916,2169,36915,2634,37913,3132,38909,3631,39907,3881,40407,4130,40905,4591,41403,5090,41902,5589,42401,6088,42900,6587,43399,7086,43898,7584,44396,8083,44895,8333,45145,8582,45394,8831,45643,9081,45893,9330,46142,9580,46392,9829,46641,10079,46891,10328,47140,10577,47389,10827,47639,11076,47888,11326,48138,11575,48387,11824,48636,12074,48886,12323,49135,12573,49385,12822,49634,13071,49883,48,16751,551,29622,653,30495,3921,40487
nde,1308,2267,204,1135,288,1247,402,1361,515,1474,628,1587,674,1633,719,1678,764,1723,810,1769,855,1814,878,1837,900,1859,923,1882,946,1905,968,1927,991,1950,1014,1973,1036,1995,1059,2018,1082,2041,1093,2052,1104,2063,1116,2075,1127,2086,1138,2097,1150,2109,1161,2120,1172,2131,1184,2143,1195,2154,1206,2165,1218,2177,1229,2188,1240,2199,1252,2211,1263,2222,1274,2233,1286,2245,1297,2256,1308,2267,0,0,26,541,65,788,392,1351
ndo,34403,281187,313,140611,461,154698,681,168718,1020,182787,1541,196837,1821,202469,2158,208089,2563,213710,3063,219331,3682,224955,4044,227765,4446,230579,4902,233386,5417,236199,5979,239009,6662,241822,7365,244634,8290,247447,9227,250258,10400,253070,11103,254476,11806,255882,12509,257288,13212,258694,13914,260098,14720,261504,16126,262910,17532,264316,18938,265722,20344,267128,21750,268534,23156,269940,24562,271346,25968,272752,27374,274158,28780,275564,30186,276970,31592,278376,32998,279782,34403,281187,368,146562,3234,221041,1720,200563,10320,252910
nds,292635,4129745,124,2065519,219,2271631,400,2478338,752,2684650,1423,2890876,1848,2973584,2407,3056092,3153,3138665,4171,3221267,5588,3303802,6506,3345095,7607,3386397,8939,3427715,10558,3468996,12529,3510287,14934,3551582,17893,3592883,21573,3634182,26187,3675477,31954,3716773,35396,3737425,39390,3758070,43698,3778717,48861,3799369,54393,3820017,61275,3840663,68158,3861312,77341,3881962,87665,3902610,97989,3923258,108314,3943908,127446,3964556,148094,3985204,168743,4005853,189392,4026502,210041,4047151,230689,4067799,251338,4088448,271987,4109097,292635,4129745,3035,3127147,22658,3645032,14631,3546734,87790,3902860
nep,1245231,39074633,1098,19541883,1570,21491757,2256,23446603,3281,25398903,4883,27353151,5785,28134416,6906,28915391,8309,29697005,10104,30478280,12423,31259839,13846,31650660,15487,32041228,17392,32432047,19621,32822701,22267,33213442,25444,33604203,29328,33994940,34108,34385685,40091,34776472,47701,35167207,52317,35362566,57632,35557919,63784,35753315,70967,35948680,79388,36144049,89385,36339419,101357,36534787,115849,36730158,133611,36925537,155648,37120904,183296,37316276,218770,37511651,264364,37707022,324668,37902397,406262,38097769,503948,38293141,659112,38488514,854485,38683887,1049858,38879260,1245231,39074633,27553,33826267,137670,36966127,62261,35707694,373569,38032383
new,52177,342696,116,171602,207,188528,384,205640,700,222779,1298,239889,1675,246748,2163,253599,2814,260452,3683,267308,4827,274157,5513,277587,6347,281011,7213,284440,8355,287866,9497,291292,11009,294720,12722,298146,14436,301574,16149,305000,17908,308427,19621,310140,21335,311854,23048,313567,24762,315281,26475,316994,28189,318708,29902,320421,31616,322135,33329,323848,35043,325562,36756,327275,38470,328989,40183,330702,41897,332416,43610,334129,45324,335843,47037,337556,48751,339270,50464,340983,52177,342696,273,196124,2726,259660,2608,258480,15653,304008
nia,9684,89451,71,44830,111,49278,172,53718,261,58179,391,62624,462,64427,547,66202,651,67987,776,69775,932,71567,1024,72461,1127,73351,1244,74250,1374,75140,1523,76034,1696,76928,1886,77826,2109,78718,2364,79612,2662,80506,2812,80956,2985,81402,3208,81848,3432,82296,3656,82744,3879,83190,4103,83638,4326,84084,4765,84532,5212,84979,5659,85426,6106,85873,6554,86321,7001,86768,7448,87215,7895,87662,8343,88110,8790,88557,9237,89004,9684,89451,102,48398,998,72227,484,64922,2905,81235
nld,11601627,1979081111,118,990139665,215,1089069073,383,1187873599,672,1286476510,1166,1385368130,1461,1424963309,1834,1464530972,2310,1504134842,2930,1543706648,3749,1583279439,4259,1603062250,4862,1622876556,5577,1642660477,6439,1662440212,7479,1682232119,8742,1702010089,10300,1721801155,12256,1741591427,14744,1761385540,17950,1781173647,19921,1791072754,22202,1800967287,24866,1810862528,27986,1820755466,31680,1830650662,36100,1840546255,41456,1850441980,48064,1860337207,56335,1870231711,66904,1880127706,80813,1890022598,99682,1899918285,126294,1909813452,165701,1919708755,228433,1929604084,338438,1939499531,560779,1949394908,1120783,1959290303,3150999,1969185706,11601627,1979081111,261485,1933257039,1209947,1960192578,580081,1949965095,3480488,1969844684
nno,522761,11395139,143,5700773,257,6268821,459,6837353,838,7407665,1555,7977158,1991,8204910,2554,8432630,3287,8660339,4258,8888406,5604,9116205,6472,9230078,7505,9344059,8746,9457971,10242,9571947,12060,9685878,14297,9799829,17074,9913777,20564,10027739,25001,10141689,30734,10255632,34243,10312611,38288,10369585,42936,10426559,48353,10483530,54632,10540509,62071,10597486,70782,10654460,81109,10711432,93343,10768409,107587,10825385,126036,10882359,146125,10939334,174613,10996310,203101,11053286,237883,11110261,294859,11167237,351834,11224212,408810,11281188,465786,11338164,522761,11395139,7596,9353187,49451,10494510,26138,10166844,156828,10960740
nob,4817396,576901809,141,288774029,239,317484020,418,346256852,735,375051258,1284,403851114,1604,415396826,2005,426907485,2516,438454242,3174,449990330,4044,461532458,4591,467297398,5235,473061563,6005,478830722,6933,484598756,8061,490370144,9426,496138251,11118,501906940,13230,507673989,15908,513443604,19366,519212198,21488,522096759,23936,524981034,26796,527865539,30135,530750353,34076,533634701,38773,536519177,44454,539403422,51421,542288067,60101,545172314,71110,548056770,85335,550941392,104236,553825795,130486,556710317,168610,559594784,227275,562479279,325366,565363785,510118,568248282,920308,571132795,2014836,574017301,4817396,576901809,124344,556121606,564042,568806073,240869,562987391,1445218,572878065
non,66867,1138135,138,569584,213,626136,332,683001,526,739793,854,796822,1040,819486,1271,842293,1562,865042,1939,887772,2434,910518,2736,921899,3080,933289,3476,944670,3935,956042,4475,967433,5107,978802,5843,990178,6717,1001567,7756,1012944,9013,1024325,9724,1030013,10530,1035708,11426,1041396,12382,1047085,13520,1052775,14743,1058469,16165,1064157,17717,1069849,19614,1075540,21511,1081231,24056,1086920,26901,1092610,29747,1098302,32723,1103991,38414,1109682,44105,1115373,49795,1121063,55486,1126754,61177,1132445,66867,1138135,1145,830550,8055,1015934,3343,941030,20060,1076878
nor,1049381,33978321,188,16994537,332,18688372,587,20389444,1029,22086510,1778,23785037,2209,24464972,2750,25144597,3432,25824315,4321,26503238,5555,27182974,6357,27522695,7332,27862246,8508,28202084,9925,28541947,11643,28881723,13743,29221471,16343,29561204,19597,29901003,23715,30240729,29011,30580498,32255,30750389,36025,30920314,40428,31090190,45614,31260084,51745,31429951,59091,31599859,67936,31769746,78786,31939632,92168,32109518,109047,32279406,130480,32449298,157855,32619191,194635,32789083,243488,32958973,309741,33128863,394687,33298755,539707,33468647,709598,33638538,879490,33808430,1049381,33978321,18651,29809677,104797,32241156,52469,31448051,314814,33139009
nov,8732,39655,107,19851,178,21817,300,23803,491,25782,795,27760,956,28555,1154,29347,1379,30139,1643,30931,1958,31724,2157,32122,2355,32518,2553,32914,2752,33312,2950,33708,3181,34104,3577,34500,3974,34897,4370,35293,4767,35690,4965,35888,5164,36087,5362,36285,5560,36483,5758,36681,5957,36880,6155,37078,6353,37276,6551,37474,6750,37673,6948,37871,7146,38069,7345,38268,7543,38466,7741,38664,7939,38862,8138,39061,8336,39259,8534,39457,8732,39655,41,15930,425,25205,436,25304,2619,33046
nso,25101,439335,32,220506,51,242384,87,263743,152,285617,280,307642,354,316422,445,325116,562,333954,712,342725,900,351468,1015,355876,1145,360269,1293,364657,1461,369060,1655,373446,1880,377837,2141,382227,2447,386617,2813,391013,3250,395405,3502,397603,3776,399795,4090,401994,4444,404191,4838,406385,5278,408585,5793,410781,6342,412977,7027,415173,7759,417369,8642,419566,9740,421762,10839,423960,11937,426156,14118,428352,16315,430549,18511,432745,20708,434942,22905,437139,25101,439335,379,319004,3170,394685,1255,363580,7530,416682
oci,219629,4265786,148,2134057,291,2346989,556,2559603,991,2772843,1708,2986187,2125,3071414,2645,3156767,3296,3242011,4134,3327376,5212,3412672,5870,3455331,6630,3497969,7516,3540631,8551,3583281,9764,3625949,11194,3668583,12908,3711240,14967,3753903,17486,3796557,20586,3839211,22429,3860541,24489,3881875,26813,3903197,29457,3924526,32485,3945859,35994,3967185,40060,3988513,44716,4009840,50048,4031168,56662,4052499,63771,4073826,73323,4095156,83987,4116484,94652,4137814,112985,4159142,134314,4180471,155643,4201800,176972,4223129,198301,4244458,219629,4265786,3765,3292470,24895,3885935,10981,3662671,65888,4080177
ori,181569,1862559,820,931313,1196,1024561,1749,1117550,2584,1210746,3917,1303826,4669,1341045,5607,1378310,6780,1415550,8271,1452803,10196,1490051,11369,1508677,12721,1527311,14291,1545929,16097,1564554,18248,1583182,20761,1601805,23744,1620429,27330,1639056,31677,1657681,36797,1676305,39901,1685617,43005,1694929,46308,1704242,50965,1713556,55621,1722868,60277,1732180,64934,1741494,69816,1750806,79129,1760119,88442,1769432,97754,1778744,107067,1788057,116380,1797370,125693,1806683,135006,1815996,144318,1825308,153631,1834621,162944,1843934,172257,1853247,181569,1862559,2361,1189672,16070,1564311,9078,1469647,54470,1720566
orm,29667,155284,393,77665,615,85410,940,93184,1424,100935,2186,108703,2601,111808,3093,114911,3690,118016,4425,121123,5305,124230,5822,125781,6340,127335,6962,128887,7738,130439,8515,131993,9291,133545,10068,135099,11033,136650,12586,138203,14139,139756,14916,140533,15692,141309,16468,142085,17245,142862,18021,143638,18798,144415,19574,145191,20350,145967,21127,146744,21903,147520,22680,148297,23456,149073,24233,149850,25009,150626,25785,151402,26562,152179,27338,152955,28115,153732,28891,154508,29667,155284,170,63341,1884,106044,1483,101682,8900,132763
oss,39311,202757,539,101384,819,111546,1239,121667,1886,131799,2893,141930,3447,145989,4115,150042,4923,154100,5919,158154,7130,162207,7806,164235,8482,166263,9391,168290,10404,170316,11418,172344,12432,174372,13446,176400,14981,178427,17008,180454,19036,182482,20050,183496,21063,184509,22077,185523,23091,186537,24105,187551,25119,188565,26132,189578,27146,190592,28160,191606,29174,192620,30187,193633,31201,194647,32215,195661,33229,196675,34243,197689,35256,198702,36270,199716,37284,200730,38298,201744,39311,202757,230,81461,2490,138424,1965,132765,11793,173094
pag,7572,56226,16,28266,20,30944,27,33980,41,36557,76,39395,101,40494,140,41619,195,42732,274,43865,382,44987,455,45544,542,46106,649,46672,776,47231,923,47793,1111,48357,1309,48918,1590,49480,1871,50042,2152,50604,2293,50886,2512,51166,2793,51447,3074,51728,3356,52010,3637,52291,3918,52572,4199,52853,4480,53134,4761,53415,5042,53696,5323,53977,5605,54259,5886,54540,6167,54821,6448,55102,6729,55383,7010,55664,7291,55945,7572,56226,50,37555,347,44672,378,44951,2271,50842
pam,32733,287248,89,143753,155,158084,270,172412,476,186757,834,201085,1040,206840,1300,212579,1628,218316,2049,224059,2579,229807,2900,232677,3262,235547,3672,238416,4151,241290,4703,244164,5318,247036,6036,249908,6851,252779,7809,255653,8786,258524,9504,259960,10222,261396,10940,262832,11659,264270,12377,265706,13095,267142,14062,268577,15499,270014,16935,271450,18371,272886,19807,274322,21244,275759,22680,277195,24116,278631,25552,280067,26989,281504,28425,282940,29861,284376,31297,285812,32733,287248,260,171424,2591,229927,1636,218439,9819,260590
pan,359729,17134602,207,8567405,320,9427605,491,10283752,748,11138463,1140,11995520,1353,12338044,1609,12680478,1916,13023241,2288,13365472,2751,13708182,3029,13879119,3348,14050479,3713,14222060,4130,14393284,4613,14564621,5174,14735854,5835,14907188,6623,15078607,7579,15249852,8770,15421241,9481,15506887,10281,15592547,11190,15678186,12233,15763889,13444,15849550,14854,15935194,16520,16020873,18528,16106563,20991,16192219,24042,16277880,27904,16363551,32963,16449232,39789,16534898,49350,16620568,63619,16706237,85883,16791910,122411,16877583,188383,16963256,274056,17048929,359729,17134602,10358,15600270,42801,16565532,17986,16085041,107918,16848597
pap,111949,8347010,53,4186302,91,4595992,159,5008619,277,5426926,471,5844156,578,6010864,703,6177983,855,6343866,1047,6511113,1286,6677761,1428,6761365,1587,6844601,1770,6928411,1978,7011809,2215,7095277,2483,7178488,2797,7262104,3164,7345490,3602,7429003,4130,7512451,4433,7554051,4768,7595857,5141,7637533,5562,7679292,6039,7721060,6579,7762738,7193,7804458,7899,7846190,8721,7887960,9693,7929669,10858,7971426,12284,8013138,14081,8054883,16424,8096605,19610,8138341,24151,8180075,31186,8221809,43209,8263542,70214,8305275,111949,8347010,5333,7657214,21348,8156350,5597,7682549,33584,8231966
pcd,21549,102642,112,51340,201,56479,371,61596,695,66722,1275,71856,1606,73906,2025,75957,2538,78009,3203,80062,3916,82115,4429,83141,4942,84167,5455,85193,5969,86221,6482,87247,7180,88273,8206,89299,9232,90325,10259,91352,11285,92378,11799,92892,12312,93405,12825,93918,13338,94431,13851,94944,14365,95458,14878,95971,15391,96484,15904,96997,16417,97510,16931,98024,17444,98537,17957,99050,18470,99563,18983,100076,19497,100590,20010,101103,20523,101616,21036,102129,21549,102642,91,49429,882,68715,1077,70394,6464,87211
pdc,9573,52635,113,26354,178,28961,285,31598,444,34223,692,36845,828,37901,990,38952,1183,40003,1417,41056,1687,42110,1862,42635,2038,43163,2213,43688,2434,44214,2697,44740,2961,45268,3224,45794,3487,46320,3784,46846,4310,47372,4573,47635,4836,47898,5100,48162,5363,48425,5626,48688,5889,48951,6152,49214,6415,49477,6679,49741,6942,50004,7205,50267,7468,50530,7731,50793,7994,51056,8258,51320,8521,51583,8784,51846,9047,52109,9310,52372,9573,52635,57,22225,622,36215,478,34659,2871,45088
pes,6100117,804579398,379,402306292,568,442545215,844,482814768,1233,523029453,1807,563243396,2117,579337088,2489,595397556,2942,611495038,3507,627581140,4224,643665929,4659,651725825,5161,659756255,5742,667802850,6419,675849249,7217,683894997,8162,691943704,9297,699987595,10683,708033699,12406,716079527,14583,724123127,15901,728145889,17421,732169532,19179,736191606,21211,740213874,23606,744236779,26456,748258853,29902,752282059,34119,756304946,39393,760327541,46128,764350585,54994,768373464,67030,772396262,84078,776419190,109434,780442049,149992,784464914,222130,788487819,371335,792510723,764768,796533605,2145032,800556502,6100117,804579398,128134,782554244,564385,795029483,305005,791109974,1830035,799926508
pfl,46559,217251,258,108676,460,119496,837,130362,1519,141218,2739,152081,3453,156424,4355,160769,5441,165113,6883,169458,8536,173801,9623,175975,10709,178147,11795,180319,12881,182491,13972,184664,16144,186836,18317,189009,20489,191181,22662,193354,24834,195526,25921,196613,27007,197699,28093,198785,29179,199871,30266,200958,31352,202044,32438,203130,33524,204216,34611,205303,35697,206389,36783,207475,37869,208561,38956,209648,40042,210734,41128,211820,42214,212906,43301,213993,44387,215079,45473,216165,46559,217251,193,103292,1938,145718,2327,149061,13967,184659
plt,99285,2210508,24,1112660,31,1224024,40,1330587,59,1440849,95,1549194,118,1592108,153,1636081,206,1680613,283,1724203,403,1768521,486,1790623,591,1812739,720,1834790,880,1856929,1081,1878961,1333,1901100,1651,1923186,2064,1945262,2599,1967368,3314,1989473,3759,2000522,4280,2011569,4892,2022629,5622,2033677,6490,2044726,7546,2055776,8835,2066830,10416,2077881,12408,2088934,14905,2099984,18092,2111038,21961,2122088,27488,2133142,33014,2144194,44023,2155246,55075,2166298,66128,2177351,77180,2188403,88233,2199456,99285,2210508,1068,1877674,7561,2055926,4964,2023797,29785,2137736
pms,54433,814035,45,407512,72,448173,130,488918,241,529359,443,569868,565,586214,719,602416,919,618731,1174,634993,1509,651261,1719,659373,1965,667534,2251,675664,2587,683801,2983,691932,3456,700076,4014,708211,4691,716361,5519,724497,6548,732634,7156,736705,7834,740773,8625,744843,9460,748915,10477,752983,11522,757053,12879,761124,14236,765195,15980,769265,18015,773335,20050,777405,22085,781475,25942,785544,30012,789614,34083,793685,38153,797755,42223,801825,46293,805895,50363,809965,54433,814035,680,598639,5226,721860,2721,686703,16329,769963
pnb,384008,14220569,247,7112391,391,7821901,604,8533769,921,9244094,1401,9954693,1660,10239511,1972,10523822,2355,10807994,2831,11092306,3433,11376781,3792,11518981,4197,11661195,4661,11803074,5197,11945319,5825,12087589,6569,12229842,7467,12371917,8554,12514136,9881,12656342,11555,12798574,12559,12869675,13702,12940762,15018,13011869,16545,13082929,18337,13154048,20458,13225158,23000,13296252,26092,13367354,29907,13438451,34718,13509550,40903,13580651,48983,13651748,59869,13722855,75154,13793953,96391,13865057,128055,13936158,170700,14007261,241803,14078364,312906,14149467,384008,14220569,9652,12633974,42588,13597501,19200,13184465,115202,13910452
pnt,6545,21375,128,10699,225,11765,384,12826,631,13896,981,14964,1187,15391,1401,15819,1614,16245,1843,16673,2270,17100,2484,17314,2698,17528,2912,17742,3125,17955,3339,18169,3553,18383,3767,18597,3980,18810,4194,19024,4408,19238,4515,19345,4622,19452,4729,19559,4835,19665,4942,19772,5049,19879,5156,19986,5263,20093,5370,20200,5477,20307,5584,20414,5690,20520,5797,20627,5904,20734,6011,20841,6118,20948,6225,21055,6332,21162,6439,21269,6545,21375,28,7471,204,11576,327,12507,1963,16793
pol,3740982,534776014,1105,267400736,1810,294147329,2866,320881628,4468,347606845,6944,374346374,8301,385043945,9957,395736318,11981,406434295,14488,417126130,17633,427821545,19505,433169598,21621,438516939,24027,443864793,26773,449213120,29926,454559866,33570,459908317,37830,465256290,42861,470603608,48876,475950943,56160,481298783,60391,483972884,65094,486646368,70361,489320098,76293,491994091,83032,494667843,90747,497341859,99635,500015617,109992,502689645,122221,505363431,136861,508037307,154627,510711201,176728,513385051,204955,516058927,242356,518732750,294400,521406653,371896,524080505,499836,526754379,750981,529428254,1432443,532102135,3740982,534776014,185147,514257397,650577,528600997,187049,514444835,1122294,531270522
por,4138362,1896048414,190,948390053,331,1043076945,545,1137760250,867,1232507800,1372,1327280730,1647,1365194119,1977,1403109281,2378,1441001627,2870,1478918343,3483,1516866046,3847,1535847696,4258,1554771317,4725,1573753992,5252,1592707011,5857,1611642474,6555,1630617191,7368,1649573214,8320,1668530165,9453,1687491730,10820,1706455843,11618,1715928339,12506,1725411213,13498,1734889825,14615,1744368446,15884,1753849972,17335,1763329879,19011,1772808623,20962,1782285517,23287,1791768156,26088,1801246768,29522,1810728291,33811,1820206560,39327,1829688142,46666,1839167388,56980,1848647260,72759,1858127898,99878,1867607935,157901,1877088005,365893,1886568186,4138362,1896048414,161360,1877439787,562807,1889308793,206918,1880984499,1241508,1892586005
prs,122762,1703545,291,851987,480,937176,782,1022211,1240,1107330,1953,1192547,2351,1226580,2834,1260651,3429,1294709,4170,1328798,5107,1362844,5672,1379892,6313,1396913,7045,1413963,7888,1430981,8864,1448017,10010,1465049,11373,1482089,13006,1499127,14996,1516161,17399,1533196,18818,1541710,20408,1550226,22112,1558746,24194,1567265,26323,1575781,29052,1584298,31891,1592815,35138,1601334,39397,1609852,43655,1618368,47914,1626886,54621,1635404,63138,1643921,71656,1652439,80174,1660957,88692,1669475,97209,1677992,105727,1686510,114245,1695028,122762,1703545,1844,1182036,13019,1499257,6138,1392478,36828,1604714
pus,345270,8057751,297,4031232,472,4433178,738,4835351,1162,5238277,1842,5640520,2229,5801770,2711,5962848,3318,6124058,4088,6285192,5068,6446292,5669,6526840,6363,6607444,7165,6687996,8111,6768560,9224,6849139,10559,6929719,12164,7010252,14131,7090834,16583,7171403,19686,7251981,21561,7292271,23702,7332565,26174,7372855,29031,7413135,32349,7453430,36224,7493713,40893,7534005,46385,7574292,52979,7614575,61023,7654865,71095,7695153,83922,7735442,99704,7775731,119848,7816019,143827,7856308,184115,7896596,224404,7936885,264693,7977174,304982,8017463,345270,8057751,6802,6653062,36263,7494103,17263,7190795,103581,7783485
que,30254,179564,132,89852,207,98794,339,107761,586,116727,1047,125704,1330,129296,1693,132882,2164,136474,2779,140060,3582,143655,4030,145447,4622,147244,5221,149041,5824,150835,6722,152631,7620,154427,8517,156221,9415,158017,10502,159812,12298,161608,13196,162506,14094,163404,14992,164302,15889,165199,16787,166097,17685,166995,18583,167893,19481,168791,20378,169688,21276,170586,22174,171484,23072,172382,23970,173280,24868,174178,25765,175075,26663,175973,27561,176871,28459,177769,29357,178667,30254,179564,188,97009,1557,131658,1512,131208,9076,157339
roa,28111,220045,32,110514,61,121064,130,132049,269,143086,534,154056,699,158448,907,162838,1171,167236,1520,171646,1979,176043,2263,178242,2586,180438,2953,182638,3393,184838,3896,187041,4446,189241,5167,191440,5901,193642,6906,195842,8006,198042,8556,199142,9106,200242,9656,201342,10508,202442,11608,203542,12708,204642,13809,205743,14909,206843,16009,207943,17109,209043,18209,210143,19310,211244,20410,212344,21510,213444,22610,214544,23711,215645,24811,216745,25911,217845,27011,218945,28111,220045,145,133637,1749,174005,1405,170317,8433,198896
roh,80781,1794939,154,897563,261,987625,432,1077130,699,1166851,1132,1256556,1367,1292436,1653,1328257,2007,1364213,2442,1400112,2983,1435953,3304,1453945,3664,1471878,4074,1489815,4539,1507779,5066,1525711,5670,1543649,6370,1561613,7192,1579558,8164,1597505,9319,1615446,9981,1624424,10711,1633398,11524,1642371,12438,1651350,13461,1660321,14610,1669296,15912,1678273,17407,1687243,19159,1696218,21169,1705193,23413,1714169,26349,1723143,29341,1732119,33773,1741092,38260,1750066,44883,1759041,53857,1768015,62832,1776990,71807,1785965,80781,1794939,1857,1349863,12277,1649901,4039,1488380,24234,1716798
rom,17407,227820,85,113969,124,125381,177,136794,255,148184,373,159486,440,164073,522,168636,622,173160,747,177723,907,182264,1002,184541,1110,186824,1233,189092,1375,191374,1540,193652,1733,195934,1957,198211,2224,200488,2538,202764,2923,205042,3151,206182,3403,207320,3687,208456,3972,209596,4349,210735,4729,211875,5108,213012,5659,214152,6228,215290,6798,216430,7368,217570,8295,218708,9434,219847,10573,220986,11712,222125,12851,223264,13990,224403,15129,225542,16268,226681,17407,227820,297,152804,1922,197896,870,181298,5222,213278
ron,2819400,499519720,284,249837750,527,274815543,913,299726499,1525,324705041,2499,349671525,3032,359657965,3675,369646710,4459,379643718,5419,389629468,6622,399622031,7336,404614205,8136,409609644,9040,414605836,10067,419598909,11244,424593980,12606,429589008,14194,434583040,16062,439579031,18300,444573723,21023,449568273,22605,452066512,24367,454563049,26349,457061199,28579,459559038,31110,462056455,34007,464553738,37348,467051365,41250,469548552,45875,472046454,51425,474543851,58258,477041452,66866,479539183,77988,482036633,93028,484534256,114512,487031796,147846,489529359,206815,492026931,336515,494524527,776549,497022124,2819400,499519720,112191,486805280,385046,495048442,140970,489106891,845820,497219708
