lang,script,script_type,segmentor,language_name,family,genus,typology,dominant_script_pct,original_token_count,original_type_count,current_token_count,current_type_count,last_type_frequency,type_token_ratio,corpus_zipf_slope,compress_ratio,compress_reduction_pct,token_frequency_entropy,token_frequency_perplexity,avg_type_length,avg_token_length,hapax_type_ratio,single_token_type_ratio,word_count,word_total_frequency,word_ttr,word_entropy,word_perplexity,word_zipf_slope,morph_zipf_slope,word_hapax_ratio,morph_hapax_ratio,word_avg_length,word_avg_length_weighted,morph_count,morph_total_frequency,morph_ttr,morph_entropy,morph_perplexity,morph_type_entropy,morph_type_perplexity,morph_avg_length,morph_avg_length_weighted,avg_morphs_per_word,avg_roots_per_word,avg_affixes_per_word,avg_prefixes_per_word,avg_suffixes_per_word,compounding_index,affix_deviation,avg_morphs_per_word_weighted,avg_roots_per_word_weighted,avg_affixes_per_word_weighted,avg_prefixes_per_word_weighted,avg_suffixes_per_word_weighted,compounding_index_weighted,affix_deviation_weighted,root_entropy,affix_entropy,prefix_entropy,suffix_entropy,root_type_entropy,affix_type_entropy,prefix_type_entropy,suffix_type_entropy,root_count,affix_count,prefix_count,suffix_count
tgk,Cyrl,alphabet,Uniparser,Tajik,Indo-European,Iranian,Fusional,63.81,385704024,8915666,362561788.0,220085,60,0.2341330282899312,-1.3338840002128958,0.750863,24.91,13.372288956972724,10603.764813837088,8.350119272099416,6.01945077841463,1.0,0.0,220084.0,972039.0460000964,0.226414773054269,13.567586572420286,12140.890077487658,-1.333647513633479,-1.411919119207441,1.0,0.8557400017513354,8.350157212700605,6.13506950419295,159878.0,1462557.4470006798,0.1093139967444476,10.476860057434443,1425.1124614888984,13.263197668318812,9831.512519487394,8.139681507149202,4.077450159123369,1.5549335708184149,1.2388451682085022,0.3160884026099125,0.0121589938387161,0.26272695879755,0.8621920115350031,0.003954802259887,1.5046282893868224,1.2638412366824523,0.2407870527044266,0.0083246388437766,0.19309680487873,0.8910353061750478,-0.0048563994017777,10.79898931265924,5.102338299791343,2.0950216567359443,4.996032217602789,14.367309199067066,5.406596686297224,2.095050831329179,5.291590577198681,159791.0,241.0,33.0,221.0
tgl,Latn,alphabet,LDC_RLP,Tagalog,Austronesian,Greater Central Philippine,Agglutinative,99.87,157815301,2650722,148346513.0,36451,168,0.0387776152277271,-1.2376146607159475,0.784869,21.51,10.138582725144769,1127.2429135726666,7.56766618199775,4.760962173745196,1.0,0.0,36450.0,932884.1209999932,0.0390723769217208,10.487384288751432,1435.546441524135,-1.2364693017692472,-1.3722221127239824,1.0,0.8723760267721327,7.567818930041152,4.959597746224296,26296.0,1302513.8270000552,0.0201886532449063,9.0960987601457,547.2661294939135,11.361834356306876,2631.800390420171,6.4071721934895045,3.552143618049901,1.7491083676268862,1.0140192043895748,0.7350891632373114,0.5257064471879287,0.2061454046639231,0.7527397609249183,-0.601242800848742,1.3962225293360315,1.005148074548479,0.391074454787511,0.2231874756071657,0.166718537167597,0.8537176195988319,-0.4893576884235552,9.958291091619332,4.609467309940806,4.871278750530328,2.2793562306941646,14.17479496081836,5.222844090876096,5.118068983006019,3.0814706805573637,26189.0,279.0,152.0,169.0
tha,Thai,abugida,,Thai,Tai-Kadai,Kam-Tai,Isolating,93.54,63974881,28249045,243687383.0,12548,1254,0.0133489334578229,-1.210286787058194,0.702375,29.76,10.772799264189722,1749.587695716728,6.124083519285942,4.334470344736723,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tir,Ethi,ethiopic,,Tigrinya,Afro-Asiatic,Semitic,Introflexive,98.03,6622331,400078,6224994.0,126571,3,0.1346507337031827,-1.170616822601224,0.764456,23.55,12.447561755383902,5585.852470577196,4.98313989776489,3.7869000355662994,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tsn,Latn,alphabet,Sadilar,Tswana,Niger-Congo,Bantu,Agglutinative,99.95,8334857,325153,7834774.0,23362,14,0.0248531396943549,-1.2149032851724182,0.756369,24.36,9.400975802027322,676.0451553637862,7.391661672801986,4.086099867079765,1.0,0.0,23361.0,951196.9140001216,0.0245595834639104,9.5875962195381,769.4033065819525,-1.213417912712916,-1.3890458423818914,1.0,0.7761154855643044,7.391892470356577,4.193134376589756,15240.0,1377428.692999812,0.0110640936096733,8.108816204260833,276.0558194526569,10.01602510042697,1035.4377454813875,6.196784776902887,2.8956101315950606,1.986130730705021,1.01832113351312,0.9678095971919012,0.342665125636745,0.6221052180985402,0.6528243721900102,0.4296482412060301,1.4481004645058202,1.0048874201877391,0.4432130443181216,0.1823951628169129,0.2597676163192067,0.821502488812236,0.2694620065782983,9.016074285040602,4.228550639578878,3.4083082674093954,3.252547876854858,13.418128706288693,4.482384488039094,3.4973343163859063,3.647607344843667,15226.0,93.0,49.0,78.0
tso,Latn,alphabet,Sadilar,Tsonga,Niger-Congo,Bantu,Agglutinative,99.95,2929564,126934,2753795.0,13721,9,0.0145967844259442,-1.2500195902335838,0.701983,29.8,9.518721001676385,733.534495310485,7.640915385176007,4.660291706535889,1.0,0.0,13720.0,947165.8550000584,0.0144853194692065,9.734723378459412,852.0081251203936,-1.2478144210956237,-1.427891843226745,1.0,0.808728046833422,7.641326530612245,4.808682577561582,9395.0,1488956.620999857,0.0063097875837988,7.8752641213568095,234.7960164004224,10.058231832903957,1066.1774309247423,6.497072911122938,3.058933941232957,1.8292274052478132,1.0199708454810497,0.8092565597667638,0.3241253644314869,0.4829446064139941,0.6705903790087407,0.2567164179104477,1.572012560566738,1.0069608379199853,0.5650517226468058,0.1937577648425572,0.3709776626185256,0.7462691279131469,0.134542795979605,9.194418616395316,3.5197934924933385,3.830452762934738,2.0597695512610854,12.719884480166336,4.537890444110487,3.9582733783170254,3.4857527293212884,9358.0,90.0,41.0,67.0
tuk,Latn,alphabet,,Turkmen,Altaic,Turkic,Agglutinative,82.13,10824949,460556,10175459.0,64804,8,0.0689404468741802,-1.2993540614861867,0.661623,33.84,12.583055492277632,6135.883995442088,8.973952225171285,7.002779530633458,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tur,Latn,alphabet,MorphoChallenge,Turkish,Altaic,Turkic,Agglutinative,99.94,1606627974,16594358,1510230359.0,155131,431,0.1650329748609328,-1.2856777399882184,0.729162,27.08,13.310124672261498,10156.563131838446,8.954825276701627,6.349690593791063,1.0,0.0,155130.0,970728.7829999124,0.1598077678510682,13.515006324099522,11706.371307896909,-1.2853551768127336,-1.687753027945044,1.0,0.7383454166252855,8.954870108940888,6.480852964468621,50345.0,1950466.9540001703,0.0258117677393859,9.860074690668442,929.3477276425356,10.739296385627572,1709.426154299475,6.405899294865429,3.225451548460046,2.5001869399858183,1.362199445626249,1.1379874943595694,0.0927738026171598,0.932695158898988,0.6257009635543104,-0.0906472846955567,2.009281055798369,1.2073178940652507,0.8019631617331368,0.092896576859829,0.6610289364418933,0.6968965782887658,-0.0666459985368611,10.593820722112628,6.858419393604645,5.446937926903611,6.6884040320274645,12.0262065604541,7.251887672084296,6.356769603984162,7.109332010244378,50196.0,827.0,344.0,695.0
uig,Arab,abjad,thuuymorph,Uyghur,Altaic,Turkic,Agglutinative,79.36,6858150,632955,6446662.0,228941,2,0.2435548211948597,-1.223102987528248,0.737054,26.29,14.445740901778665,22315.22761648146,8.849157643235593,6.786926319388235,0.999995632062409,0.0,228941.0,989960.8410010054,0.2312626828436009,14.509919692290952,23330.339683708666,-1.223174563551236,-1.365268712359658,1.0,0.8320058875316386,8.849175114985957,6.835250511684762,145392.0,1518095.6520164215,0.0957726213146596,11.368893116408,2644.708710111589,13.115847656345217,8876.945695838818,7.870295477055134,4.457294151400891,1.69168912514578,1.250099370580193,0.4415897545655867,0.0042412674007713,0.3841382714323778,0.8195245817600629,-0.036231884057971,1.5334906080432047,1.2046131550031869,0.3288774530424454,0.006404354331419,0.2941603828549106,0.8553751332490136,0.031368298291567,11.989469687105409,5.812191406170064,3.07076708463671,5.754727748017376,14.438807589487888,6.276874947276116,4.976630882246604,6.213607039336812,145127.0,642.0,103.0,587.0
ukr,Cyrl,alphabet,,Ukrainian,Indo-European,Slavic,Fusional,94.86,3089710709,19893572,2904328925.0,131368,1017,0.1397531617546453,-1.264614605426316,0.716664,28.33,12.83730303593535,7318.351709870744,8.704029900736861,5.917283354536022,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urd,Arab,abjad,,Urdu,Indo-European,Indic,Fusional,95.84,374972832,3499100,352474620.0,15270,977,0.0162446683392128,-1.3071429803251082,0.806141,19.39,10.236161433868885,1206.1230910700262,4.889980353634577,3.555995949438856,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uzb,Latn,alphabet,,Uzbek,Altaic,Turkic,Agglutinative,77.09,78579570,2835549,73864799.0,178064,16,0.18942958490705,-1.3213519039163977,0.705872,29.41,13.372763332280645,10607.252031257043,9.258710351334352,7.045466650494777,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uzn,Cyrl,alphabet,,Uzbek (Northern),Altaic,Turkic,Agglutinative,72.69,119088176,2871181,111942906.0,120481,40,0.1281713832234109,-1.3144568541008377,0.70993,29.01,13.199886061723088,9409.393778551,8.857944406171928,6.527725839098728,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vec,Latn,alphabet,,Venetian,Indo-European,Romance,Fusional,99.78,12041552,645332,11319061.0,88411,6,0.0940546583534127,-1.191547451448672,0.794311,20.57,11.241538855710614,2421.254233001663,7.572112067502912,4.599120898809539,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vie,Latn,alphabet,,Vietnamese,Austro-Asiatic,Vietic,Isolating,99.1,2127249850,5514002,1999645863.0,2367,53409,0.002518046004343,-1.252486047994686,0.735493,26.45,9.717805741079088,842.0754772448863,3.498098859315589,3.376101456720789,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vol,Latn,alphabet,,Volapük,other,Constructed,Agglutinative,99.28,8837143,260737,8306915.0,3776,36,0.0040170207295971,-1.4809396145822138,0.539184,46.08,7.29312832841104,156.83767264903602,6.362023305084746,5.127076778804165,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
war,Latn,alphabet,,Waray-Waray,Austronesian,Greater Central Philippine,Agglutinative,99.81,70452317,879203,66225199.0,45508,52,0.0484127885157503,-1.0231982362178094,0.613918,38.61,7.553271948579466,187.82847045677264,8.67164015118221,5.513806549679073,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wln,Latn,alphabet,,Walloon,Indo-European,Romance,Fusional,99.79,21304361,725983,20026101.0,55265,12,0.0587925540045806,-1.090137843179196,0.65076,34.92,8.211367321541243,296.39294992721454,8.071401429476161,5.174659011257359,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wuu,Hani,logographic,,Wu,Sino-Tibetan,Chinese,Isolating,81.73,323110,277491,4610282.0,99874,3,0.1062487373494929,-1.1668701492338796,0.929728,7.03,12.835998717816684,7311.7382920566415,2.6355407813845444,1.8669684414098744,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xho,Latn,alphabet,Sadilar,Xhosa,Niger-Congo,Bantu,Agglutinative,99.93,28789289,2409249,27061933.0,527288,2,0.5609573000013384,-1.2163410004210076,0.778952,22.1,14.444460302070036,22295.428425467795,9.46432120586852,6.610533401291031,0.9999051751604436,0.0,527337.0,983284.3050059408,0.5363016548879156,14.566546870164968,24264.287388903085,-1.2156978470075908,-1.3909943239904878,1.0,0.8418475830664075,9.464420285320394,6.689468450287386,219162.0,2403070.4020617395,0.0912008236679073,8.757316477266306,432.7279439142749,9.579849207635794,765.2828227635898,8.099077394803844,2.736821945107093,3.0743452479154696,2.89765178623916,0.1766934616763094,0.068096871639957,0.032277272408346,0.950740970735578,-0.0366629255518144,2.4439222611267626,2.335546075870418,0.1083761852574395,0.046345593810438,0.0182935321030072,0.9645658253931836,0.0036692051235597,8.656969972821473,6.041956936362237,5.488368923985829,4.4164757140212165,9.455690969389826,6.5236631771543525,5.774527416529071,4.796714336012225,217651.0,2556.0,627.0,1369.0
yid,Hebr,abjad,,Yiddish,Indo-European,Germanic,Fusional,97.36,8429414,387300,7923655.0,55097,6,0.058613926063734,-1.2258175160135925,0.742482,25.75,10.965213015977014,1999.2082102173424,7.745231137811496,4.969338771059568,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yor,Latn,alphabet,,Yoruba,Niger-Congo,Defoid,Isolating,99.65,40756583,1227424,38311197.0,50991,25,0.0542457371210489,-1.3087926928422788,0.817889,18.21,10.698175038569737,1661.389974671518,6.093055637269322,3.790169072503791,0.9999607773920888,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yue,Hani,logographic,,Cantonese,Sino-Tibetan,Chinese,Isolating,82.5,719173,612567,12065020.0,110386,4,0.1174322920511161,-1.2644063762885864,0.954541,4.55,12.01597015610344,4141.593248401707,2.5376859384342216,1.5609902014252774,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zsm,Latn,alphabet,,Standard Malay,Austronesian,Malayo-Sumbawan,Agglutinative,99.4,12911567,437881,12136892.0,23565,24,0.0250691208534216,-1.2960955917587884,0.72802,27.2,11.167309389790388,2299.8266234650955,7.230129429238277,5.853908068062236,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zul,Latn,alphabet,Sadilar,Zulu (Southern),Niger-Congo,Bantu,Agglutinative,99.96,91845880,8380058,86335128.0,2001153,2,2.128293248045253,-1.21280424672771,0.784305,21.57,15.41960707834202,43829.27147615877,12.91320103960067,7.428126926504354,0.9998675763422388,0.0,2001418.0,990254.6950313098,2.021114375970436,15.48933490202396,45999.63846973057,-1.214066735008574,-1.2341542775042256,1.0,0.916452848627892,12.913583269461952,7.441043623395314,1084645.0,2361729.170280275,0.4592588403653757,9.294774312719657,628.066849343762,11.084845380377308,2172.055693612498,14.555841773114706,3.119817303659689,2.6783680370617238,2.6254400629953363,0.0529279740663869,0.0286386951651279,0.0129083479812812,0.9801642565204208,0.0459433040078201,2.3849714441320256,2.353771678904392,0.0311997652271075,0.0190726265624153,0.0058408619812898,0.9872560612853686,0.0286617585005959,9.248105253076696,6.285027151543514,5.406668012627946,5.342497212190414,11.02103270542013,7.724916432734878,7.021121333567074,6.219467582232951,1082449.0,4032.0,1248.0,2591.0
