file,distinct_words,total_frequency,cov_50_types,cov_50_tokens,cov_55_types,cov_55_tokens,cov_60_types,cov_60_tokens,cov_65_types,cov_65_tokens,cov_70_types,cov_70_tokens,cov_72_types,cov_72_tokens,cov_74_types,cov_74_tokens,cov_76_types,cov_76_tokens,cov_78_types,cov_78_tokens,cov_80_types,cov_80_tokens,cov_81_types,cov_81_tokens,cov_82_types,cov_82_tokens,cov_83_types,cov_83_tokens,cov_84_types,cov_84_tokens,cov_85_types,cov_85_tokens,cov_86_types,cov_86_tokens,cov_87_types,cov_87_tokens,cov_88_types,cov_88_tokens,cov_89_types,cov_89_tokens,cov_90_types,cov_90_tokens,cov_90_5_types,cov_90_5_tokens,cov_91_types,cov_91_tokens,cov_91_5_types,cov_91_5_tokens,cov_92_types,cov_92_tokens,cov_92_5_types,cov_92_5_tokens,cov_93_types,cov_93_tokens,cov_93_5_types,cov_93_5_tokens,cov_94_types,cov_94_tokens,cov_94_5_types,cov_94_5_tokens,cov_95_types,cov_95_tokens,cov_95_5_types,cov_95_5_tokens,cov_96_types,cov_96_tokens,cov_96_5_types,cov_96_5_tokens,cov_97_types,cov_97_tokens,cov_97_5_types,cov_97_5_tokens,cov_98_types,cov_98_tokens,cov_98_5_types,cov_98_5_tokens,cov_99_types,cov_99_tokens,cov_99_5_types,cov_99_5_tokens,cov_100_types,cov_100_tokens,freq100_types,freq100_tokens,freq10_types,freq10_tokens,rank5pct_types,rank5pct_tokens,rank30pct_types,rank30pct_tokens
sna,4120552,61664832,4343,30832847,6724,33916358,10454,36999233,16549,40082436,26962,43165446,33173,44398724,41189,45631999,51630,46865342,65456,48098579,84170,49331870,95932,49948523,109773,50565171,126152,51181819,145780,51798467,169572,52415119,198737,53031770,234744,53648416,279882,54265057,336750,54881702,409573,55498352,453619,55806674,504330,56114998,562415,56423324,627209,56731649,704290,57039973,791059,57348296,893833,57656618,997576,57964944,1151738,58273268,1305900,58581592,1460062,58889916,1653959,59198239,1962283,59506563,2270608,59814888,2578932,60123212,2887256,60431536,3195580,60739860,3503904,61048184,3812228,61356508,4120552,61664832,53300,47034787,339392,54908122,206027,53167825,1236165,58442122
snd,273166,7394065,321,3698638,482,4067215,722,4436792,1074,4806180,1610,5176349,1903,5324118,2255,5471737,2690,5619638,3235,5767409,3938,5915349,4364,5989225,4851,6063174,5413,6137162,6067,6211070,6836,6285040,7738,6358964,8813,6432895,10113,6506821,11715,6580747,13719,6654690,14919,6691631,16292,6728600,17876,6765585,19708,6802551,21852,6839511,24379,6876490,27415,6913454,31049,6950422,35452,6987394,40976,7024362,47839,7061335,56522,7098306,67804,7135273,82296,7172245,100781,7209215,125285,7246184,162256,7283155,199226,7320125,236196,7357095,273166,7394065,6290,6233817,30533,6945778,13658,6652677,81949,7171551
som,5239936,116225609,941,58118756,1586,63928565,2670,69738861,4526,75547625,7842,81359012,9804,83682451,12376,86007684,15804,88331505,20447,90655990,26892,92980582,31059,94142749,36073,95305164,42190,96467363,49749,97629587,59157,98791873,70926,99954070,86155,101116292,105947,102278541,132010,103440823,167681,104603052,190345,105184180,217231,105765323,249327,106346441,287673,106927569,334607,107508699,392624,108089822,464493,108670949,554775,109252077,666756,109833201,809855,110414330,993848,110995457,1218626,111576585,1509190,112157713,1799754,112738841,2334296,113319969,2915424,113901097,3496552,114482225,4077680,115063353,4658808,115644481,5239936,116225609,64520,99357086,377714,107955632,261996,106551384,1571980,112283293
sot,1069665,41499433,133,20764352,248,22826150,456,24905290,819,26974691,1458,29050007,1833,29880400,2311,30710932,2921,31539944,3716,32369673,4773,33199670,5427,33614595,6186,34029729,7072,34444725,8116,34859776,9360,35274785,10863,35689645,12708,36104707,15001,36519512,17911,36934553,21683,37349513,24002,37557037,26695,37764514,29852,37972029,33581,38179495,38036,38386999,43390,38594491,49914,38801997,57956,39009482,68031,39216965,80865,39424473,97517,39631963,119482,39839458,149220,40046958,190390,40254453,249357,40461948,335634,40669446,447174,40876942,654671,41084439,862168,41291936,1069665,41499433,21184,37300720,107658,39736067,53483,38899703,320899,40639976
spa,11259324,4778280127,132,2390904944,264,2629443420,486,2867639821,834,3106110960,1392,3345072334,1704,3440596805,2087,3535957359,2556,3631570633,3142,3727059985,3887,3822660502,4340,3870411807,4859,3918270728,5456,3966007510,6142,4013798829,6933,4061543588,7855,4109357000,8948,4157123229,10247,4204901091,11819,4252672627,13748,4300471330,14882,4324353739,16158,4348240471,17611,4372128168,19270,4396023077,21177,4419911495,23396,4443808262,25994,4467696119,29087,4491589076,32818,4515476446,37377,4539367386,43070,4563257721,50362,4587150296,60062,4611040446,73588,4634932860,93529,4658823389,125583,4682714639,184848,4706606127,323424,4730497409,886161,4754388727,11259324,4778280127,332790,4731453621,1315281,4760001871,562966,4745788718,3377797,4769172713
sqi,3542941,281252419,194,140690488,403,154735623,780,168777604,1429,182818352,2513,196879416,3127,202506852,3890,208133319,4840,213753619,6037,219380476,7566,225002618,8488,227814653,9543,230628916,10764,233441135,12178,236253738,13834,239065680,15796,241878019,18155,244689874,21025,247502993,24561,250314989,29006,253127356,31691,254533509,34757,255939723,38278,257346127,42369,258752419,47159,260158719,52806,261564911,59566,262971035,67798,264377370,78028,265783600,91000,267189800,107837,268596078,130457,270002370,161990,271408596,208209,272814870,280271,274221120,402358,275627372,628014,277033633,1102140,278439895,2136679,279846157,3542941,281252419,88884,266983208,380442,275430128,177147,271935052,1062882,278361379
srd,301074,4071555,254,2036290,552,2239707,1121,2443062,2137,2646569,3934,2850136,5008,2931520,6368,3012977,8110,3094383,10357,3175826,13277,3257253,15067,3297975,17120,3338681,19509,3379406,22276,3420114,25520,3460822,29346,3501545,33840,3542260,39219,3582969,45627,3623686,53287,3664401,57544,3684761,62633,3705117,67722,3725473,73719,3745833,80505,3766191,87291,3786549,94076,3806904,102615,3827263,112794,3847621,122973,3867979,133152,3888337,143330,3908693,158570,3929051,178928,3949409,199286,3969767,219643,3990124,240001,4010482,260359,4030840,280717,4051198,301074,4071555,3380,2799082,30260,3510685,15053,3297681,90322,3795642
srm,4235,417236,28,209269,36,231276,45,251140,58,272209,75,292437,84,300878,94,308984,106,317400,119,325536,135,334148,144,338389,153,342393,163,346423,175,350760,188,354810,203,358947,220,363101,239,367226,261,371354,286,375522,300,377643,315,379800,330,381804,347,383869,366,385954,388,388075,412,390155,438,392211,469,394345,504,396390,546,398473,599,400565,665,402636,748,404737,854,406820,998,408897,1210,410978,1575,413067,2340,415151,4235,417236,375,386859,1115,410169,211,360959,1270,411419
srn,11030,290560,34,145825,43,160534,56,174987,75,189147,105,203401,121,209254,141,215092,165,220891,193,226787,226,232474,246,235406,268,238299,293,241241,320,244097,350,247021,384,249942,423,252829,467,255705,521,258605,589,261533,630,262988,677,264425,732,265864,797,267329,874,268775,968,270222,1083,271682,1221,273131,1393,274585,1608,276032,1886,277485,2254,278939,2738,280391,3372,281844,4098,283296,5219,284749,6672,286202,8125,287655,9578,289108,11030,290560,331,245205,1222,273141,551,259974,3309,281718
srp,2405774,183058612,273,91555084,459,100698112,766,109840579,1335,118992545,2413,128145437,3077,131806041,3930,135463844,5050,139124835,6517,142786248,8456,146447172,9659,148278051,11050,150108614,12675,151939585,14581,153769318,16823,155599884,19494,157430882,22694,159261011,26566,161091713,31322,162922191,37281,164752874,40838,165668280,44861,166583480,49440,167498772,54716,168414065,60822,169329350,67945,170244549,76370,171159861,86418,172075099,98559,172990422,113485,173905726,132205,174821002,156261,175736285,188057,176651564,231683,177566866,294538,178482158,390546,179397441,551803,180312735,854393,181228027,1490481,182143319,2405774,183058612,76545,171177361,339722,178966984,120288,174263829,721732,180900914
ssw,201244,987929,3557,493995,5355,543371,8043,592770,12081,642158,18156,691556,21396,711309,25297,731070,30022,750830,35524,770585,42111,790346,45404,800225,50027,810102,54967,819982,59907,829862,64846,839740,69786,849620,74726,859500,82693,869378,92572,879257,102452,889137,107391,894076,112331,899016,117271,903956,122210,908895,127150,913835,132089,918774,137029,923714,141969,928654,146908,933593,151848,938533,156788,943473,161727,948412,166667,953352,171607,958292,176546,963231,181486,968171,186426,973111,191365,978050,196305,982990,201244,987929,1093,358700,12765,648998,10062,619908,60373,830794
sun,2630660,59715653,2189,29858223,3272,32844893,4869,35829440,7292,38815788,11168,41801394,13387,42995557,16162,44189673,19671,45384076,24212,46578349,30238,47772600,34017,48369777,38460,48966841,43726,49564075,50006,50161187,57563,50758313,66801,51355509,78199,51952628,92489,52549788,110707,53146948,134353,53744108,148899,54042677,165719,54341248,185421,54639830,208498,54938412,235752,55236984,267778,55535562,306798,55834136,353475,56132714,410077,56431295,480248,56729874,565557,57028451,665083,57327029,804247,57625606,953536,57924184,1137769,58222762,1436347,58521340,1734926,58819919,2033504,59118497,2332082,59417075,2630660,59715653,45213,49715498,246177,55341234,131533,53680988,789198,57595508
suz,26699,702822,59,352042,88,387387,132,421884,198,457106,298,492249,352,506258,417,520213,495,534160,593,548287,716,562319,793,569339,880,576315,981,583368,1099,590378,1237,597422,1397,604445,1588,611469,1819,618497,2097,625522,2432,632547,2627,636070,2841,639569,3083,643095,3353,646600,3660,650120,4006,653626,4407,657143,4865,660656,5386,664168,5992,667685,6695,671200,7555,674712,8575,678225,9746,681738,11430,685253,13187,688767,16157,692280,19671,695794,23185,699308,26699,702822,716,562319,3999,653563,1334,601810,8009,676527
swa,2242619,114372880,342,57212440,523,62925075,793,68633937,1193,74342822,1817,80062388,2175,82353772,2630,84637866,3224,86924463,4007,89212193,5061,91499660,5732,92643198,6530,93785977,7492,94930049,8657,96073971,10094,97217590,11891,98360752,14178,99504787,17123,100648351,20985,101792064,26098,102935730,29294,103507604,33035,104079398,37456,104651272,42723,105223129,49060,105794975,56760,106366788,66244,106938671,78051,107510545,92962,108082390,112098,108654241,137100,109226107,170514,109797967,216420,110369839,281530,110941697,377164,111513560,521580,112085425,751972,112657287,1098891,113229152,1670755,113801016,2242619,114372880,42649,105215803,233585,110542536,112130,108655073,672785,112498913
swc,27160,169669,290,84897,431,93363,644,101827,957,110301,1437,118781,1702,122167,2027,125558,2424,128954,2905,132346,3514,135739,3858,137432,4283,139132,4714,140826,5280,142524,5845,144219,6520,145916,7369,147614,8217,149310,9065,151006,10194,152703,11042,153551,11890,154399,12739,155248,13587,156096,14435,156944,15284,157793,16132,158641,16980,159489,17829,160338,18677,161186,19525,162034,20374,162883,21222,163731,22070,164579,22919,165428,23767,166276,24615,167124,25464,167973,26312,168821,27160,169669,191,76673,2029,125578,1358,117631,8148,149172
swe,15676442,1716447069,197,858401566,358,944452880,643,1029926632,1152,1115802969,2052,1201557095,2572,1235853806,3239,1270195617,4111,1304508078,5257,1338854074,6798,1373159920,7774,1390330104,8935,1407498685,10326,1424656728,12004,1441821288,14052,1458983076,16597,1476147987,19801,1493310304,23880,1510475913,29148,1527639969,36107,1544803121,40472,1553384933,45603,1561967987,51697,1570549303,58985,1579131874,67776,1587713692,78495,1596296011,91742,1604878486,108389,1613460456,129746,1622042559,157733,1630624976,195445,1639207076,247871,1647789274,323738,1656371514,439329,1664953704,627404,1673535898,960860,1682118135,1624569,1690700363,3144592,1699282600,7094207,1707864834,15676442,1716447069,309671,1655017532,1564492,1690159670,783822,1678225764,4702932,1703703315
swh,574203,29686344,201,14855330,290,16340581,418,17813405,607,19300171,905,20782142,1068,21374670,1271,21969571,1526,22562624,1866,23155388,2325,23749375,2612,24046203,2950,24342941,3353,24640094,3845,24937064,4444,25233706,5175,25530543,6075,25827125,7199,26124124,8630,26420882,10484,26717777,11626,26866251,12950,27014633,14486,27163024,16279,27311494,18380,27459907,20868,27608327,23847,27756743,27463,27905171,31912,28053612,37474,28202044,44508,28350470,53667,28498896,65803,28647332,82426,28795759,105925,28944188,139899,29092621,194227,29241049,277340,29389481,425772,29537913,574203,29686344,13403,27060776,70582,28695331,28710,27950102,172260,29190938
szl,205117,2801027,46,1401789,122,1540590,370,1680777,960,1820723,2262,1960766,3134,2016765,4301,2072794,5866,2128799,7947,2184812,10709,2240824,12424,2268841,14399,2296843,16702,2324863,19387,2352869,22494,2380874,26075,2408886,30297,2436894,35080,2464905,40682,2492915,47541,2520928,51042,2534932,54543,2548936,58044,2562940,62433,2576946,67101,2590950,71770,2604957,76438,2618961,81107,2632968,85775,2646972,92713,2660976,99716,2674982,106718,2688986,113721,2702992,121087,2716997,135092,2731002,149097,2745007,163102,2759012,177107,2773017,191112,2787022,205117,2801027,1652,1908491,19917,2358169,10255,2232652,61535,2574252
tah,5344,27528,39,13791,60,15181,94,16524,159,17895,279,19273,352,19826,448,20375,569,20923,718,21472,902,22024,1015,22299,1152,22573,1290,22849,1428,23125,1565,23399,1703,23675,1841,23951,2041,24225,2316,24500,2592,24776,2729,24913,2867,25051,3005,25189,3142,25326,3280,25464,3418,25602,3555,25739,3693,25877,3830,26014,3968,26152,4106,26290,4243,26427,4381,26565,4519,26703,4656,26840,4794,26978,4932,27116,5069,27253,5207,27391,5344,27528,35,13425,252,19030,267,19165,1603,23475
tam,6061799,115397249,3519,57700969,5403,63470027,8371,69239656,13177,75008388,21352,80778511,26192,83086419,32400,85394281,40465,87702129,51132,90009924,65614,92317805,74811,93471777,85700,94625828,98728,95779732,114483,96933713,133729,98087714,157502,99241651,187294,100395641,225228,101549583,274360,102703565,339191,103857526,379556,104434519,426475,105011504,481546,105588492,546606,106165470,623714,106742456,715402,107319444,825923,107896431,960560,108473418,1120583,109050401,1312912,109627388,1558343,110204373,1846837,110781361,2135330,111358347,2599882,111935332,3176868,112512318,3753855,113089305,4330841,113666291,4907827,114243277,5484813,114820263,6061799,115397249,84120,94470569,488319,105656222,303089,103254808,1818539,110724765
tat,4200574,317471066,1445,158759038,2096,174625252,3023,190494267,4379,206364626,6487,222232107,7654,228581525,9065,234931324,10800,241278435,12983,247629698,15762,253978355,17443,257152838,19374,260326474,21622,263502012,24253,266676424,27342,269850704,31005,273025804,35425,276200472,40851,279374920,47601,282549612,56139,285724221,61294,287311410,67209,288898766,74046,290486155,82013,292073436,91395,293660828,102547,295248150,115967,296835480,132324,298422823,152547,300010170,178084,301597565,211042,303184879,254606,304772233,314086,306359589,398270,307946937,522670,309534299,715416,311121648,1032709,312709003,1573055,314296357,2613219,315883711,4200574,317471066,121917,297451245,555093,309858529,210028,303142252,1260172,313486174
tbz,23895,699558,99,349938,139,384783,196,420134,278,454853,401,489734,469,503799,548,517705,645,531702,765,545678,916,559649,1005,566643,1105,573669,1216,580669,1341,587666,1483,594648,1646,601632,1833,608631,2052,615633,2311,622611,2623,629603,2804,633104,3003,636603,3222,640101,3464,643601,3734,647098,4039,650595,4380,654093,4775,657588,5223,661089,5736,664584,6326,668081,7025,671576,7885,675074,8938,678573,10104,682071,11840,685567,13589,689065,16900,692563,20398,696061,23895,699558,790,548207,4391,654203,1194,579341,7168,672206
tca,17961,311905,36,156741,55,171584,84,187432,130,202932,208,218440,255,224618,314,230824,391,237113,491,243334,623,249528,704,252657,799,255782,909,258898,1040,262012,1193,265131,1374,268249,1588,271358,1844,274483,2149,277603,2518,280718,2735,282279,2977,283834,3237,285394,3539,286955,3856,288513,4246,290073,4636,291633,5121,293192,5641,294752,6166,296311,6946,297871,7725,299429,8505,300989,9285,302549,10164,304108,11723,305667,13283,307227,14842,308786,16402,310346,17961,311905,300,229463,2112,277270,898,258612,5388,293993
tcy,45205,139280,2096,69644,2998,76607,4262,83572,6029,90533,8536,97497,9929,100283,11322,103069,12714,105853,14564,108639,17349,111424,18742,112817,20135,114210,21528,115603,22921,116996,24313,118388,25706,119781,27099,121174,28492,122567,29885,123960,31277,125352,31974,126049,32670,126745,33367,127442,34063,128138,34759,128834,35456,129531,36152,130227,36849,130924,37545,131620,38241,132316,38938,133013,39634,133709,40331,134406,41027,135102,41723,135798,42420,136495,43116,137191,43813,137888,44509,138584,45205,139280,97,24852,1992,68708,2260,71115,13561,107547
tdt,4509,208754,44,104870,57,115003,74,125828,94,135862,121,146180,135,150542,150,154551,169,158791,191,162950,218,167129,233,169094,251,171254,270,173349,290,175364,313,177460,339,179550,368,181682,399,183706,436,185818,478,187914,501,188925,527,189967,557,191036,589,192069,625,193111,665,194149,710,195195,762,196244,822,197280,891,198328,970,199366,1064,200410,1178,201451,1319,202494,1501,203537,1738,204579,2068,205623,2566,206667,3466,207711,4509,208754,283,174682,1095,200720,225,168088,1352,202707
tel,1915953,30427159,2804,15214852,4199,16735012,6302,18256360,9609,19777815,15012,21299059,18112,21907704,22027,22516146,27035,23124696,33544,23733220,42176,24341728,47567,24646030,53879,24950306,61346,25254568,70279,25558817,81033,25863111,94151,26167370,110322,26471632,130502,26775910,156050,27080178,188880,27384449,208743,27536583,231413,27688718,257044,27840854,287471,27992989,322750,28145125,360784,28297261,408654,28449395,459366,28601531,521868,28753666,597936,28905802,674004,29057938,750072,29210074,851003,29362209,1003139,29514345,1155275,29666481,1307410,29818616,1459546,29970752,1611682,30122888,1763818,30275024,1915953,30427159,28695,23296227,169106,27211526,95797,26201936,574785,28859500
teo,87,108,33,54,39,60,44,65,50,71,55,76,57,78,59,80,62,83,64,85,66,87,67,88,68,89,69,90,70,91,71,92,72,93,73,94,75,96,76,97,77,98,77,98,78,99,78,99,79,100,79,100,80,101,80,101,81,102,82,103,82,103,83,104,83,104,84,105,84,105,85,106,85,106,86,107,86,107,87,108,87,108,0,0,0,0,4,13,26,47
tet,12151,70231,111,35117,185,38637,300,42141,477,45662,748,49163,897,50571,1076,51973,1292,53381,1559,54783,1888,56187,2064,56891,2290,57591,2524,58293,2758,58995,3065,59698,3416,60400,3767,61102,4118,61804,4469,62506,5128,63208,5480,63560,5831,63911,6182,64262,6533,64613,6884,64964,7235,65315,7586,65666,7938,66018,8289,66369,8640,66720,8991,67071,9342,67422,9693,67773,10045,68125,10396,68476,10747,68827,11098,69178,11449,69529,11800,69880,12151,70231,80,32746,815,49833,607,47527,3645,60858
tgk,8915666,385704024,2339,192866961,3492,212150042,5224,231427496,7906,250708228,12209,269995113,14674,277709412,17751,285422537,21653,293136198,26719,300849565,33395,308563860,37558,312420945,42448,316277648,48241,320134495,55170,323991563,63519,327848798,73689,331705521,86255,335562585,102003,339419622,122151,343276624,148465,347133693,164731,349062212,183681,350990720,205927,352919218,232269,354847728,263756,356776244,301803,358704783,348307,360633275,405924,362561790,478391,364490311,571248,366418823,692623,368347345,854687,370275866,1075805,372204388,1387901,374132907,1829921,376061427,2470233,377989944,3434493,379918464,5058626,381846984,6987146,383775504,8915666,385704024,176673,350312705,901947,370748466,445783,363678216,2674699,378398876
tgl,2650722,157815301,192,78941488,385,86820255,751,94697069,1392,102584737,2459,110475034,3060,113627981,3804,116786806,4743,119941541,5948,123098103,7508,126252892,8456,127831316,9549,129408821,10824,130987505,12303,132565007,14055,134143134,16151,135721530,18677,137299475,21761,138877688,25590,140455812,30444,142033872,33385,142823007,36757,143612087,40668,144401170,45236,145190206,50634,145979241,57100,146768269,64944,147557362,74578,148346423,86648,149135486,102124,149924545,122427,150713623,149867,151502702,188290,152291774,244493,153080843,331356,153869925,471462,154658997,705552,155448072,1095339,156237148,1861646,157026225,2650722,157815301,61356,147215773,276974,153420225,132536,151034141,795216,155636902
tha,28249045,63974881,824446,31987441,1904107,35186185,3503479,38384929,5857837,41583673,9056581,44782417,10336079,46061915,11615576,47341412,12895074,48620910,14174572,49900408,15454069,51179905,16093818,51819654,16733567,52459403,17373316,53099152,18013065,53738901,18652813,54378649,19292562,55018398,19932311,55658147,20572060,56297896,21211809,56937645,21851557,57577393,22171432,57897268,22491306,58217142,22811181,58537017,23131055,58856891,23450929,59176765,23770804,59496640,24090678,59816514,24410553,60136389,24730427,60456263,25050301,60776137,25370176,61096012,25690050,61415886,26009925,61735761,26329799,62055635,26649673,62375509,26969548,62695384,27289422,63015258,27609297,63335133,27929171,63655007,28249045,63974881,33204,21877076,323019,29020258,1412452,33940033,8474713,44200549
tir,400078,6622331,638,3311738,981,3642758,1556,3973612,2532,4304701,4236,4635650,5259,4768137,6571,4900600,8285,5033012,10554,5165456,13611,5297882,15540,5364116,17810,5430327,20510,5496537,23741,5562771,27596,5628991,32229,5695212,37826,5761434,44639,5827658,52994,5893877,63308,5960100,69212,5993213,75834,6026323,83552,6059436,91830,6092548,100108,6125660,110679,6158769,121716,6191880,134666,6224992,151222,6258104,167778,6291216,184334,6324328,200889,6357438,217445,6390550,234001,6423662,250557,6456774,267632,6489885,300744,6522997,333855,6556108,366967,6589220,400078,6622331,5963,4843383,42005,5803952,20003,5484939,120023,6186801
tlh,6018,19487,295,9746,412,10722,580,11693,808,12668,1123,13643,1283,14031,1478,14421,1673,14811,1868,15201,2121,15590,2316,15785,2511,15980,2706,16175,2901,16370,3095,16564,3290,16759,3485,16954,3680,17149,3875,17344,4070,17539,4167,17636,4265,17734,4362,17831,4460,17929,4557,18026,4654,18123,4752,18221,4849,18318,4947,18416,5044,18513,5142,18611,5239,18708,5336,18805,5434,18903,5531,19000,5629,19098,5726,19195,5824,19293,5921,19390,6018,19487,14,3064,305,9846,300,9796,1805,15075
tls,68622,708763,22,356157,42,390780,85,425733,193,460782,433,496195,598,510332,827,524509,1143,538667,1573,552852,2176,567012,2564,574103,3018,581188,3556,588277,4203,595367,4970,602455,5905,609540,7026,616627,8399,623715,10095,630800,12182,637889,13363,641432,14544,644975,16135,648519,17907,652063,19679,655607,21451,659151,23223,662695,26097,666238,29641,669782,33184,673325,36728,676869,40272,680413,43816,683957,47360,687501,50903,691044,54447,694588,57991,698132,61535,701676,65079,705220,68622,708763,441,497001,4451,597847,3431,586754,20586,657421
toi,6,6,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,1,1,1,1
toj,10793,285194,47,142807,65,157291,91,171497,129,185475,188,199767,218,205412,254,211066,298,216834,351,222494,420,228170,462,231045,509,233890,562,236747,622,239606,689,242425,768,245293,860,248132,967,250976,1093,253834,1244,256679,1331,258109,1428,259532,1534,260954,1652,262390,1781,263809,1925,265235,2088,266664,2271,268084,2480,269514,2719,270939,3004,272364,3342,273788,3737,275213,4213,276641,4819,278065,5532,279491,6516,280917,7942,282343,9368,283769,10793,285194,339,221334,1911,265109,539,235547,3237,273368
tok,1580,432782,14,219629,17,242240,20,261724,24,284215,29,305117,31,313049,34,323256,36,329109,40,339643,43,346719,45,351259,47,355286,50,360936,52,364463,55,369444,57,372654,60,377183,63,381450,66,385443,70,390456,72,392839,73,393944,75,396130,77,398177,80,401026,82,402895,84,404720,87,407380,89,409107,92,411540,95,413756,98,415645,102,417876,106,419817,112,422270,118,424359,126,426514,142,428479,239,430625,1580,432782,137,428056,215,430420,79,400079,474,431525
ton,14826,119786,60,59968,97,65981,158,71896,260,77868,438,83863,542,86251,672,88650,834,91048,1041,93441,1306,95829,1466,97027,1647,98225,1847,99425,2078,100621,2334,101819,2634,103019,2974,104216,3373,105413,3786,106611,4385,107809,4684,108407,4984,109007,5283,109605,5583,110205,5882,110803,6441,111401,7040,112000,7639,112599,8238,113198,8837,113797,9436,114396,10035,114995,10634,115594,11233,116193,11832,116792,12431,117391,13030,117990,13629,118589,14228,119188,14826,119786,123,68983,1119,94221,741,89735,4447,107933
top,20399,167371,119,83737,182,92067,282,100431,433,108823,688,117169,840,120526,1029,123856,1269,127213,1560,130558,1932,133901,2155,135577,2396,137249,2675,138923,2999,140593,3353,142269,3771,143941,4227,145615,4785,147289,5343,148963,6114,150634,6533,151472,6951,152308,7370,153146,7788,153982,8207,154820,8684,155656,9520,156492,10357,157329,11194,158166,12031,159003,12868,159840,13705,160677,14542,161514,15378,162350,16215,163187,17052,164024,17889,164861,18726,165698,19563,166535,20399,167371,193,93198,1660,131558,1019,123696,6119,150644
tpi,21843,1540419,21,773603,29,848136,40,929833,54,1005320,72,1078593,82,1110254,94,1142239,107,1170790,125,1203157,145,1232967,157,1248494,170,1263573,185,1279024,203,1294502,224,1309786,248,1325059,276,1340634,308,1355894,346,1371221,391,1386516,417,1394151,447,1402026,480,1409554,519,1417350,562,1424912,613,1432622,674,1440351,749,1448013,842,1455742,955,1463412,1103,1471116,1299,1478818,1570,1486520,1957,1494222,2551,1501915,3514,1509615,5132,1517314,8118,1525016,14141,1532717,21843,1540419,721,1445361,2686,1503265,1092,1470610,6552,1521739
tsn,325153,8334857,71,4170267,138,4587712,265,5001548,498,5417934,921,5835083,1177,6001318,1511,6167883,1947,6334701,2522,6501251,3297,6667952,3777,6751363,4334,6834703,4990,6918005,5769,7001299,6704,7084681,7832,7168010,9217,7251352,10934,7334707,13066,7418046,15760,7501378,17399,7543065,19281,7584736,21462,7626397,23993,7668074,26957,7709748,30451,7751428,34600,7793097,39549,7834772,45561,7876445,52969,7918119,62135,7959792,73369,8001463,87261,8043139,106331,8084812,127168,8126486,158456,8168160,200131,8209835,241805,8251509,283479,8293183,325153,8334857,5681,6992641,33818,7786059,16257,7514611,97545,8067240
tso,126934,2929564,101,1467162,161,1612349,261,1757845,437,1904862,732,2050749,901,2109405,1111,2168084,1376,2226577,1723,2285109,2182,2343653,2465,2373023,2792,2402274,3171,2431607,3614,2460864,4138,2490137,4769,2519449,5534,2548745,6467,2578017,7630,2607315,9091,2636622,9964,2651261,10958,2665904,12098,2680558,13388,2695209,14899,2709849,16638,2724502,18657,2739146,21041,2753796,23875,2768438,27310,2783086,31237,2797736,36119,2812382,41944,2827031,49268,2841679,56591,2856325,68343,2870973,82991,2885621,97639,2900269,112287,2914917,126934,2929564,2406,2367230,14422,2705556,6346,2574548,38080,2818265
tuc,11805,768149,95,384609,122,422657,158,461615,204,499568,273,537975,308,553261,349,568447,398,584036,456,599264,527,614542,568,622371,612,629958,661,637582,717,645375,779,653019,851,660675,933,668377,1025,676000,1132,683703,1258,691356,1330,695210,1407,699016,1493,702870,1587,706708,1691,710547,1807,714398,1936,718234,2081,722077,2247,725922,2437,729752,2654,733597,2909,737435,3216,741271,3589,745106,4058,748947,4660,752790,5471,756628,6591,760470,8484,764310,11805,768149,848,660378,3548,744737,590,626251,3541,744667
tuk,460556,10824949,1191,5412766,1700,5954367,2413,6495198,3445,7036549,5012,7577638,5866,7794187,6897,8010544,8173,8227015,9781,8443550,11836,8660025,13088,8768269,14530,8876505,16201,8984747,18148,9092982,20439,9201235,23153,9309460,26409,9417727,30348,9525978,35185,9634215,41232,9742468,44829,9796581,48870,9850705,53517,9904833,58760,9958963,64815,10013085,71820,10067209,79942,10121333,89263,10175453,100088,10229578,113525,10283702,128861,10337829,146902,10391952,164944,10446078,190558,10500201,217621,10554327,244683,10608451,298182,10662575,352307,10716700,406432,10770825,460556,10824949,11219,8600784,59211,9963473,23027,9304817,138166,10365744
tum,26364,221560,46,110914,66,121978,96,133093,146,144122,243,155136,315,159549,411,163971,547,168406,743,172819,1027,177252,1212,179465,1443,181688,1730,183898,2076,186113,2501,188330,3030,190545,3650,192758,4389,194975,5232,197190,6339,199404,6893,200512,7447,201620,8001,202728,8640,203836,9747,204943,10855,206051,11963,207159,13071,208267,14179,209375,15286,210482,16394,211590,17502,212698,18610,213806,19718,214914,20825,216021,21933,217129,23041,218237,24149,219345,25257,220453,26364,221560,202,151668,1339,180752,1318,180542,7909,202544
