file,distinct_words,total_frequency,cov_50_types,cov_50_tokens,cov_55_types,cov_55_tokens,cov_60_types,cov_60_tokens,cov_65_types,cov_65_tokens,cov_70_types,cov_70_tokens,cov_72_types,cov_72_tokens,cov_74_types,cov_74_tokens,cov_76_types,cov_76_tokens,cov_78_types,cov_78_tokens,cov_80_types,cov_80_tokens,cov_81_types,cov_81_tokens,cov_82_types,cov_82_tokens,cov_83_types,cov_83_tokens,cov_84_types,cov_84_tokens,cov_85_types,cov_85_tokens,cov_86_types,cov_86_tokens,cov_87_types,cov_87_tokens,cov_88_types,cov_88_tokens,cov_89_types,cov_89_tokens,cov_90_types,cov_90_tokens,cov_90_5_types,cov_90_5_tokens,cov_91_types,cov_91_tokens,cov_91_5_types,cov_91_5_tokens,cov_92_types,cov_92_tokens,cov_92_5_types,cov_92_5_tokens,cov_93_types,cov_93_tokens,cov_93_5_types,cov_93_5_tokens,cov_94_types,cov_94_tokens,cov_94_5_types,cov_94_5_tokens,cov_95_types,cov_95_tokens,cov_95_5_types,cov_95_5_tokens,cov_96_types,cov_96_tokens,cov_96_5_types,cov_96_5_tokens,cov_97_types,cov_97_tokens,cov_97_5_types,cov_97_5_tokens,cov_98_types,cov_98_tokens,cov_98_5_types,cov_98_5_tokens,cov_99_types,cov_99_tokens,cov_99_5_types,cov_99_5_tokens,cov_100_types,cov_100_tokens,freq100_types,freq100_tokens,freq10_types,freq10_tokens,rank5pct_types,rank5pct_tokens,rank30pct_types,rank30pct_tokens
tur,16594358,1606627974,1957,803343941,2939,883696586,4386,963979459,6632,1044323412,10178,1124657205,12142,1156777285,14543,1188914685,17515,1221038935,21250,1253174375,26005,1285308224,28890,1301373794,32203,1317437892,36028,1333502350,40471,1349569157,45685,1365636318,51864,1381700378,59277,1397767018,68273,1413833314,79361,1429900094,93291,1445965706,101661,1453998569,111191,1462031905,122107,1470065216,134761,1478098214,149574,1486131076,167066,1494164096,187967,1502197501,213345,1510230365,244695,1518263575,284212,1526296605,335332,1534329737,403475,1542362886,497857,1550396049,635518,1558429169,850102,1566462297,1217431,1574495428,1936085,1582528558,3631616,1590561697,8561219,1598594835,16594358,1606627974,408131,1542830687,1705243,1580557816,829717,1565848391,4978307,1593786469
tvl,16,16,8,8,9,9,10,10,11,11,12,12,12,12,12,12,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,1,1,4,4
twi,52929,635006,115,317894,183,349356,286,381048,446,412801,721,444557,882,457264,1086,469906,1343,482618,1671,495321,2102,508009,2375,514368,2694,520706,3068,527057,3505,533414,4020,539765,4626,546112,5363,552457,6239,558809,7316,565156,8630,571506,9424,574682,10218,577858,11267,581033,12325,584207,13383,587381,14855,590556,16443,593732,18030,596906,19618,600082,21205,603256,24354,606431,27529,609606,30704,612781,33879,615956,37054,619131,40229,622306,43404,625481,46579,628656,49754,631831,52929,635006,649,437782,4649,546342,2646,519800,15878,592602
tyv,167640,1446211,1501,723116,2293,795472,3482,867771,5294,940065,8184,1012359,9793,1041283,11759,1070197,14178,1099128,17160,1128052,20854,1156970,23015,1171434,25425,1185894,28149,1200356,31042,1214821,34607,1229281,38223,1243745,42798,1258205,47619,1272668,52439,1287128,57260,1301591,60347,1308822,63963,1316054,67578,1323284,71194,1330516,74809,1337746,78425,1344978,82040,1352208,85656,1359440,89271,1366670,95330,1373901,102561,1381132,109792,1388363,117023,1395594,124254,1402825,131485,1410056,138716,1417287,145947,1424518,153178,1431749,160409,1438980,167640,1446211,1716,745995,15886,1116586,8382,1016243,50292,1280687
tzo,34802,1149659,72,576720,106,632956,163,690574,254,747505,402,805019,484,827977,585,850844,707,873814,861,896735,1055,919772,1169,931240,1302,942761,1454,954247,1628,965725,1831,977256,2069,988728,2349,1000215,2679,1011700,3074,1023214,3551,1034701,3827,1040455,4134,1046205,4472,1051953,4848,1057699,5269,1063447,5739,1069185,6272,1074940,6872,1080688,7560,1086431,8348,1092178,9275,1097926,10343,1103673,11614,1109423,13051,1115171,14868,1120919,17166,1126666,20041,1132416,23306,1138163,29054,1143911,34802,1149659,1126,927099,6620,1078420,1740,972326,10440,1104158
udm,79006,500480,1260,250272,1873,275270,2783,300302,4151,325315,6242,350341,7380,360347,8732,370360,10351,380365,12289,390376,14680,400386,15931,405390,17484,410395,19152,415399,20821,420406,22489,425410,24167,430413,26670,435419,29172,440423,31675,445429,34177,450433,35428,452935,36679,455437,37931,457941,39182,460443,41470,462944,43973,465447,46475,467949,48978,470452,51480,472954,53982,475456,56485,477959,58987,480461,61490,482964,63992,485466,66494,487968,68997,490471,71499,492973,74002,495476,76504,497978,79006,500480,637,206732,6346,351381,3950,322245,23701,429046
uig,632955,6858150,3675,3429165,5285,3771991,7636,4114970,11089,4457841,16383,4800746,19298,4937896,22860,5075061,27264,5212196,32758,5349368,39734,5486534,43962,5555114,48789,5623692,54310,5692267,60732,5760853,68077,5829434,76730,5898009,86948,5966592,98975,6035176,113115,6103755,130260,6172335,140263,6206628,151693,6240918,163123,6275208,174738,6309498,191884,6343790,209029,6378080,226175,6412372,243320,6446662,260465,6480952,290048,6515243,324339,6549534,358629,6583824,392920,6618115,427211,6652406,461502,6686697,495792,6720987,530083,6755278,564374,6789569,598665,6823860,632955,6858150,9249,4292472,63208,5785613,31647,5324099,189886,6339794
ukr,19893572,3089710709,1440,1545050494,2253,1699478749,3440,1853856875,5214,2008323046,7944,2162816484,9442,2224611901,11265,2286411286,13514,2348196901,16322,2409990261,19880,2471778405,22024,2502677036,24486,2533573693,27321,2564465856,30600,2595357452,34428,2626261239,38944,2657155569,44320,2688050104,50801,2718947207,58716,2749845241,68573,2780740736,74452,2796189990,81108,2811636775,88690,2827085407,97408,2842534677,107494,2857982793,119257,2873432057,133188,2888879974,149926,2904328870,170363,2919777216,195835,2935225322,228436,2950673892,271370,2966122490,330172,2981570950,415187,2997019388,547140,3012468018,774697,3027916504,1230531,3043365069,2380510,3058813605,6451364,3074262156,19893572,3089710709,523708,3010224589,2145772,3056775001,994678,3036860411,5968071,3073295570
umb,11821,34455,576,17231,828,18953,1194,20675,1710,22397,2449,24120,2793,24808,3138,25498,3552,26186,4241,26875,4930,27564,5275,27909,5620,28254,5964,28598,6309,28943,6653,29287,6998,29632,7342,29976,7687,30321,8031,30665,8376,31010,8548,31182,8721,31355,8893,31527,9065,31699,9237,31871,9410,32044,9582,32216,9754,32388,9926,32560,10099,32733,10271,32905,10443,33077,10616,33250,10788,33422,10960,33594,11132,33766,11305,33939,11477,34111,11649,34283,11821,34455,26,5242,485,16448,591,17351,3546,26180
urd,3499100,374972832,203,187504167,316,206256035,483,225070522,730,243780515,1091,262523869,1280,269988701,1507,277507431,1778,284991903,2105,292483591,2511,299985742,2747,303741921,3015,307489857,3320,311228086,3672,314978070,4081,318727669,4560,322483586,5131,326227195,5820,329978586,6664,333727086,7722,337476985,8354,339350719,9074,341226580,9904,343101821,10870,344976529,12009,346850065,13382,348725572,15054,350600106,17117,352474839,19742,354349890,23158,356224194,27813,358099339,34439,359973927,44398,361848783,60422,363723704,88496,365598542,143401,367473377,268044,369348242,602310,371223106,1624236,373097968,3499100,374972832,57141,363412115,274168,369409482,174955,368126242,1049730,372298775
uzb,2835549,78579570,2074,39290127,3065,43222029,4550,47149382,6831,51076968,10447,55006160,12484,56577817,15015,58149026,18207,59720801,22308,61292192,27695,62863774,31042,63649469,34945,64435420,39533,65221076,44984,66006941,51499,66792713,59351,67578464,69003,68364238,80994,69150047,96107,69935862,115459,70721622,127269,71114540,140863,71507424,156668,71900309,175113,72293215,196878,72686115,222828,73079004,253829,73471899,291698,73864799,338137,74257699,396231,74650593,468633,75043492,560498,75436391,679485,75829288,829710,76222183,1026159,76615081,1263958,77007979,1656856,77400877,2049754,77793775,2442652,78186673,2835549,78579570,55545,67216859,289727,73847060,141777,71532102,850664,76264091
uzn,2871181,119088176,1759,59544799,2561,65500175,3731,71454740,5490,77409178,8195,83362939,9685,85744799,11500,88126393,13750,90507681,16585,92889108,20199,95271008,22394,96461523,24915,97652498,27844,98843501,31271,100034213,35308,101225130,40103,102415865,45870,103606884,52925,104797678,61671,105988491,72786,107179400,79512,107774872,87210,108370252,96098,108965743,106466,109561159,118656,110156577,133147,110752024,150593,111347474,171822,111942910,198064,112538343,231143,113133777,273532,113729216,329124,114324650,404010,114920096,507607,115515533,652444,116110974,867915,116706413,1165636,117301855,1680300,117897295,2275741,118492736,2871181,119088176,70415,106949247,324937,114286967,143559,111121095,861354,116693291
vec,645332,12041552,357,6022435,679,6623047,1251,7225543,2265,7827097,4047,8429239,5101,8670015,6437,8910810,8152,9151593,10396,9392493,13389,9633264,15265,9753666,17467,9874102,20052,9994495,23113,10114929,26753,10235327,31108,10355751,36393,10476161,42872,10596568,50875,10716994,60938,10837397,66905,10897605,73699,10957819,81365,11018023,89980,11078228,100015,11138438,111535,11198648,124347,11258852,139399,11319060,156339,11379268,176408,11439475,196478,11499685,226448,11559891,256552,11620099,286656,11680307,344294,11740514,404501,11800721,464709,11860929,524917,11921137,585125,11981345,645332,12041552,9872,9341886,66728,10896012,32266,10384204,193599,11491048
ven,70191,1319804,90,660952,142,726189,235,791907,387,858104,625,924065,753,950434,911,976791,1110,1003123,1364,1029475,1694,1055882,1893,1069056,2123,1082268,2388,1095473,2696,1108640,3058,1121863,3481,1135043,3986,1148238,4598,1161441,5354,1174634,6291,1187830,6859,1194431,7500,1201025,8226,1207622,9056,1214225,10000,1220821,11100,1227421,12391,1234017,13903,1240618,15572,1247217,17771,1253814,20071,1260413,23371,1267013,26670,1273611,30597,1280210,37196,1286809,43795,1293408,50394,1300007,56993,1306606,63592,1313205,70191,1319804,1282,1021663,7584,1201865,3509,1135846,21057,1262385
vep,137002,827853,701,414049,1103,455357,1751,496726,2849,538115,4780,579513,5933,596055,7421,612617,9328,629169,11819,645727,14958,662285,16930,670563,19000,678843,21645,687118,24405,695398,27498,703676,31637,711954,35777,720234,39916,728512,45939,736790,54217,745068,58356,749207,62496,753347,66635,757486,70774,761625,74914,765765,79053,769904,83192,774043,87331,778182,91471,782322,95610,786461,99749,790600,103888,794739,108028,798879,112167,803018,116306,807157,120445,811296,124585,815436,128724,819575,132863,823714,137002,827853,918,438715,7672,615127,6850,606751,41100,730880
vie,5514002,2127249850,209,1065497164,261,1170866599,324,1276511584,400,1383334403,497,1489440806,544,1532441615,596,1574492970,657,1617258063,728,1659668291,810,1701948710,857,1723255351,908,1744431988,965,1765970646,1028,1787196603,1099,1808292364,1180,1829548844,1274,1850721516,1384,1872097396,1515,1893266338,1674,1914534468,1768,1925221124,1873,1935846543,1991,1946439510,2129,1957137434,2289,1967730969,2480,1978375969,2705,1988988222,2983,1999644292,3332,2010253554,3788,2020891215,4388,2031535338,5213,2042170592,6411,2052801819,8284,2063433246,11477,2074068770,17696,2084705080,32185,2095341118,77498,2105977380,347913,2116613615,5514002,2127249850,90162,2107387606,480702,2118180343,275700,2115365872,1654200,2122878867
vls,184506,2807778,260,1404742,464,1544485,826,1684715,1462,1825073,2620,1965480,3324,2021611,4239,2077769,5429,2133944,6978,2190077,9015,2246228,10270,2274317,11729,2302384,13408,2330460,15358,2358537,17625,2386615,20290,2414695,23385,2442767,27079,2470849,31426,2498925,36479,2527002,39287,2541042,42639,2555079,46149,2569119,49659,2583159,54142,2597196,58822,2611236,63501,2625273,68181,2639313,72861,2653353,77795,2667390,84814,2681428,91834,2695468,98853,2709506,105873,2723546,114312,2737584,128351,2751623,142390,2765662,156429,2779701,170468,2793740,184506,2807778,2392,1943800,20846,2420255,9225,2251268,55351,2600823
vol,260737,8837143,34,4461385,43,4904949,53,5342888,63,5754266,75,6200820,81,6386596,87,6545895,94,6718613,104,6907212,116,7082742,122,7164949,129,7249891,139,7338231,157,7424115,184,7513000,219,7602064,265,7689723,331,7777322,437,7865084,617,7953762,752,7997711,944,8041948,1231,8086018,1670,8130221,2336,8174370,3301,8218560,4688,8262753,6659,8306917,9475,8351107,13503,8395286,19127,8439478,26915,8483661,37511,8527845,50859,8572030,66047,8616215,88140,8660401,128180,8704586,172366,8748772,216552,8792958,260737,8837143,1448,8110267,13089,8391560,13036,8391030,78221,8640563
vro,33962,124346,777,62174,1214,68394,1894,74611,2934,80825,4459,87045,5288,89532,6117,92019,7351,94503,8595,96991,9838,99477,10460,100721,11580,101964,12824,103208,14067,104451,15311,105695,16554,106938,17798,108182,19041,109425,20284,110668,21528,111912,22150,112534,22771,113155,23393,113777,24015,114399,24637,115021,25258,115642,25880,116264,26502,116886,27123,117507,27745,118129,28367,118751,28989,119373,29610,119994,30232,120616,30854,121238,31476,121860,32097,122481,32719,123103,33341,123725,33962,124346,117,37110,1462,70985,1698,73056,10188,100177
wal,55573,532245,503,266258,734,292738,1082,319408,1599,345966,2384,372580,2810,383239,3326,393863,3948,404508,4712,415154,5655,425803,6205,431125,6819,436447,7503,441764,8264,447091,9149,452412,10145,457733,11213,463054,12544,468378,13931,473701,15705,479023,16592,481684,17479,484345,18551,487006,19881,489666,21212,492328,22542,494988,23873,497650,25204,500312,26534,502972,28961,505633,31622,508294,34284,510956,36945,513617,39606,516278,42267,518939,44929,521601,47590,524262,50251,526923,52912,529584,55573,532245,700,289442,6027,429523,2778,382503,16671,481921
war,879203,70452317,11,36216757,14,39852600,17,42613307,22,45931553,59,49354054,112,50743652,225,52137976,460,53547467,889,54954916,1642,56362732,2189,57067482,2879,57771354,3759,58476124,4880,59180113,6285,59884581,8073,60589324,10362,61293614,13270,61998181,17005,62702706,21879,63407200,24859,63759443,28279,64111667,32234,64463881,36826,64816141,42184,65168440,48479,65520692,55912,65872959,64786,66225198,75478,66577442,88532,66929703,104608,67281973,124624,67634232,150003,67986492,181908,68338756,225417,68691015,286010,69043271,372654,69395536,460719,69747796,580011,70100056,879203,70452317,27323,64018167,182696,68346636,43960,65273740,263760,68932021
way,41,94,4,48,5,56,6,58,9,62,13,66,15,68,17,70,19,72,21,74,23,76,24,77,25,78,26,79,26,79,27,80,28,81,29,82,30,83,31,84,32,85,33,86,33,86,34,87,34,87,34,87,35,88,35,88,36,89,36,89,37,90,37,90,38,91,38,91,39,92,39,92,40,93,40,93,41,94,41,94,41,94,0,0,4,48,2,24,12,65
wbm,58,101,15,52,17,56,20,62,23,66,28,71,30,73,32,75,34,77,36,79,38,81,39,82,40,83,41,84,42,85,43,86,44,87,45,88,46,89,47,90,48,91,49,92,49,92,50,93,50,93,51,94,51,94,52,95,52,95,53,96,53,96,54,97,54,97,55,98,55,98,56,99,56,99,57,100,57,100,58,101,58,101,0,0,0,0,2,15,17,56
wln,725983,21304361,12,10901136,20,11766360,37,12824632,73,13853821,198,14916268,312,15341041,504,15766724,803,16191553,1287,16617871,2048,17043561,2580,17256840,3247,17469817,4072,17682679,5105,17895692,6417,18108783,8068,18321753,10169,18534870,12867,18747846,16400,18960933,21058,19173951,23953,19280470,27318,19386989,31246,19493514,35839,19600013,41275,19706537,47744,19813061,55475,19919579,64815,20026105,76166,20132624,90287,20239146,107632,20345665,129987,20452188,158049,20558710,193556,20665231,242769,20771752,299896,20878274,406418,20984796,512940,21091318,619462,21197840,725983,21304361,9256,18448795,69455,20072505,36299,19609673,217794,20721802
wol,214516,2197659,245,1098849,379,1208756,597,1318642,967,1428505,1645,1538442,2074,1582351,2645,1626308,3421,1670267,4501,1714183,6036,1758150,7052,1780121,8288,1802088,9796,1824064,11645,1846044,13934,1868014,16789,1889990,20288,1911969,24588,1933944,30063,1955920,36936,1977896,40598,1988882,44581,1999871,50075,2010859,55569,2021847,61063,2032835,66557,2043823,72052,2054813,82657,2065800,93645,2076788,104634,2087777,115622,2098765,126610,2109753,137598,2120741,148587,2131730,159575,2142718,170563,2153706,181552,2164695,192540,2175683,203528,2186671,214516,2197659,1893,1565332,12870,1858438,10725,1835676,64354,2039417
wuu,277491,323110,115936,161555,132092,177711,148247,193866,164403,210022,180558,226177,187021,232640,193483,239102,199945,245564,206407,252026,212869,258488,216101,261720,219332,264951,222563,268182,225794,271413,229025,274644,232256,277875,235487,281106,238718,284337,241949,287568,245180,290799,246796,292415,248412,294031,250027,295646,251643,297262,253258,298877,254874,300493,256489,302108,258105,303724,259720,305339,261336,306955,262952,308571,264567,310186,266183,311802,267798,313417,269414,315033,271029,316648,272645,318264,274260,319879,275876,321495,277491,323110,16,5682,396,13464,13874,47679,83247,128866
xal,8013,23008,379,11511,549,12656,804,13808,1167,14958,1685,16107,1915,16567,2145,17027,2492,17487,2952,17947,3412,18407,3642,18637,3872,18867,4102,19097,4332,19327,4562,19557,4792,19787,5022,20017,5253,20248,5483,20478,5713,20708,5828,20823,5943,20938,6058,21053,6173,21168,6288,21283,6403,21398,6518,21513,6633,21628,6748,21743,6863,21858,6978,21973,7093,22088,7208,22203,7323,22318,7438,22433,7553,22548,7668,22663,7783,22778,7898,22893,8013,23008,21,4655,311,10921,400,11679,2403,17398
xav,10736,845231,19,422719,26,467971,35,510214,49,550131,73,592162,86,609486,102,626128,123,642446,150,659638,186,676427,208,684672,235,693201,267,701752,303,710104,346,718544,395,726930,453,735449,518,743811,594,752349,684,760785,735,764945,793,769220,857,773394,931,777627,1014,781854,1109,786073,1218,790323,1342,794546,1483,798750,1647,802983,1837,807207,2061,811432,2334,815661,2663,819880,3072,824104,3608,828328,4352,832557,5442,836781,7384,841005,10736,845231,612,754170,3029,823717,536,745960,3220,825384
xho,2409249,28789289,4748,14394975,7486,15834495,11785,17273651,18686,18713171,30230,20152556,36982,20728364,45530,21304131,56516,21879870,70808,22455652,89806,23031435,101646,23319344,115511,23607222,131767,23895124,151030,24183004,173875,24470902,201347,24758796,234642,25046686,274169,25334580,323164,25622469,383063,25910362,419050,26054310,455036,26198254,501364,26342201,549346,26486147,597328,26630093,665435,26774039,737409,26917987,809382,27061933,881355,27205879,969785,27349825,1113731,27493771,1257678,27637718,1401624,27781664,1545571,27925611,1689517,28069557,1833464,28213504,1977410,28357450,2121357,28501397,2265303,28645343,2409249,28789289,29301,20061809,202606,24771386,120462,23699938,722774,26888717
xmf,225121,2268262,1498,1134277,2388,1247591,3785,1361015,6031,1474397,9769,1587787,11915,1633166,14563,1678526,17866,1723891,21972,1769252,27099,1814616,30127,1837296,33450,1859976,37231,1882662,41373,1905344,45909,1928024,51425,1950706,57096,1973390,63402,1996071,70963,2018754,78524,2041437,82305,2052780,86085,2064120,89865,2075460,93646,2086803,97426,2098143,101707,2109485,107377,2120825,113048,2132167,118719,2143509,124389,2154849,130060,2166191,135731,2177533,145732,2188873,157074,2200215,168415,2211556,179756,2222897,191098,2234239,202439,2245580,213780,2256921,225121,2268262,2483,1257248,22858,1778112,11256,1620245,67536,2008473
